,Country,Crisis,Crisis ID,ISO3 code,Region,Drivers,Website name,Country level,Individual or aggregated,Indicator,Reliability,Type of entry
62,Lebanon,Syrian refugees in Lebanon,LBN002,LBN,Middle east,Displacement,Syrian refugees,No,Individual,,,
63,Lebanon,Complex crisis in Lebanon,LBN006,LBN,Middle east,"Socio-political,Violence,Tecnological Disaster,Displacement",Complex crisis,Yes,Individual,,,
64,Libya,Complex crisis in Libya,LBY001,LBY,Africa,"Conflict,Displacement,Socio-political",Complex crisis,Yes,Individual,,,
65,Libya,Mixed migration flows in Libya,LBY002,LBY,Africa,Displacement,Mixed Migration,No,Individual,,,
66,Libya,Storm Daniel and floods in Libya,LBY003,LBY,Africa,"Floods,Other seasonal event",Storm Daniel and floods,No,Individual,,,
67,Sri Lanka,2024 Floods and Monsoon Rain,LKA004,LKA,Asia,Floods,2024 Floods and Monsoon Rain,Yes,Individual,,,
68,Lithuania,Displacement from Russia-Ukraine conflict in Lithuania,LTU002,LTU,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
69,Latvia,Displacement from Russia-Ukraine conflict in Latvia,LVA002,LVA,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
70,Morocco,Multiple crises in Morocco,MAR001,MAR,Africa,"Displacement,Earthquake",Multiple crises,Yes,Aggregated,,,
71,Morocco,Mixed migration flows in Morocco,MAR002,MAR,Africa,Displacement,Mixed Migration,No,Individual,,,
72,Morocco,Al Haouz Earthquake in Morocco,MAR003,MAR,Africa,Earthquake,Al Haouz Earthquake,No,Individual,,,
73,Moldova,DIsplacement from Russia-Ukraine conflict in Moldova,MDA002,MDA,Europe,"Displacement,Conflict",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
74,Madagascar,Multiple crisis in Madagascar,MDG001,MDG,Africa,"Drought,Cyclone",Country level,Yes,Aggregated,,,
75,Madagascar,Drought in Madagascar,MDG002,MDG,Africa,Drought,Drought,No,Individual,,,
76,Madagascar,Cyclone Gamane in Madagascar,MDG009,MDG,Africa,"Cyclone,Floods",Cyclone Gamane,No,Individual,,,
77,Mexico,Multiple crisis in Mexico,MEX001,MEX,Americas,"Violence,Displacement",Country Level,Yes,Aggregated,,,
78,Mexico,Criminal Violence in Mexico,MEX002,MEX,Americas,"Violence,Displacement",Criminal Violence,No,Individual,,,
79,Mexico,Mixed Migration in Mexico,MEX003,MEX,Americas,Displacement,Mixed Migration,No,Individual,,,
80,Mali,Complex crisis in Mali,MLI001,MLI,Africa,Conflict,Complex crisis,Yes,Individual,,,
81,Myanmar,Multiple crises in Myanmar,MMR001,MMR,Asia,"Socio-political,Conflict,Violence",Country level,Yes,Aggregated,,,
82,Myanmar,Rakhine Conflict,MMR002,MMR,Asia,Conflict,Rakhine conflict,No,Individual,,,
83,Myanmar,Kachin and Shan Conflict,MMR003,MMR,Asia,Conflict,Kachin and Shan conflict,No,Individual,,,
84,Myanmar,Post-coup conflict in Myanmar,MMR004,MMR,Asia,"Violence,Socio-political,Conflict",Post-coup conflict,No,Individual,,,
85,Mongolia,2024 Dzud,MNG004,MNG,Asia,Other seasonal event,2024 Dzud in Mongolia,Yes,Individual,,,
86,Mozambique,Multiple Crises in Mozambique,MOZ001,MOZ,Africa,"Conflict,Displacement,Cyclone",Multiple Crises,Yes,Aggregated,,,
87,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,MOZ,Africa,"Conflict,Displacement",Violent Insurgency in Cabo Delgado,No,Individual,,,
88,Mozambique,2024 Rainy and Cyclone season,MOZ011,MOZ,Africa,"Floods,Displacement,Cyclone",2024 Rainy and Cyclone season,No,Individual,,,
89,Mauritania,Refugees from Mali in Mauritania,MRT002,MRT,Africa,Displacement,Malian refugees,No,Individual,,,
90,Mauritania,Food Security in Mauritania,MRT003,MRT,Africa,"Drought,Floods",Food security,Yes,Individual,,,
91,Malawi,Complex crisis in Malawi,MWI002,MWI,Africa,"Drought,Socio-political,Cyclone",Complex,Yes,Individual,,,
92,Malaysia,International Refugees in Malaysia,MYS001,MYS,Asia,Displacement,International Refugees,Yes,Individual,,,
93,Namibia,Food Security Crisis in Namibia,NAM002,NAM,Africa,Drought,Food Security Crisis,Yes,Individual,,,
94,Niger,Multiple crises in Niger,NER001,NER,Africa,"Conflict,Displacement",Country level,Yes,Aggregated,,,
95,Niger,Lake Chad basin crisis in Niger,NER002,NER,Africa,Conflict,Lake Chad basin crisis,No,Individual,,,
96,Niger,Mali/Burkina Faso conflict,NER003,NER,Africa,Conflict,Cross-border violence ,No,Individual,,,
97,Niger,Nigerian Refugees,NER004,NER,Africa,Displacement,Nigerian Refugees,No,Individual,,,
98,Nigeria,Complex crisis in Nigeria,NGA001,NGA,Africa,"Conflict,Displacement,Violence",Complex crisis,Yes,Individual,,,
99,Nigeria,Middle belt conflict,NGA003,NGA,Africa,"Violence,Conflict",Middle Belt,No,Individual,,,
100,Nigeria,Lake Chad basin crisis in Nigeria,NGA004,NGA,Africa,"Conflict,Displacement",Lake Chad basin crisis,No,Individual,,,
101,Nigeria,Northwest Banditry,NGA007,NGA,Africa,"Violence,Displacement",Northwest Banditry,No,Individual,,,
102,Nigeria,Cameroonian Refugees in Nigeria,NGA008,NGA,Africa,Displacement,Cameroonian Refugees,No,Individual,,,
103,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,NIC,Americas,Socio-political,Socioeconomic crisis,Yes,Individual,,,
104,Nepal,Karnali Earthquake,NPL003,NPL,Asia,Earthquake,Karnali Earthquake,Yes,Individual,,,
105,Pakistan,Complex crisis in Pakistan,PAK001,PAK,Asia,"Displacement,Conflict",Complex crisis,Yes,Individual,,,
106,Pakistan,Kashmir conflict in Pakistan,PAK004,PAK,Asia,Conflict,Kashmir conflict,No,Individual,,,
107,Pakistan,Floods in Pakistan ,PAK005,PAK,Asia,Other seasonal event,Monsoon floods 2022,No,Individual,,,
108,Panama,Venezuela displacement in Panama,PAN002,PAN,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
109,Peru,Venezuela displacement in Peru,PER002,PER,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
110,Philippines,Mindanao conflict,PHL003,PHL,Asia,"Conflict,Violence",Mindanao Conflict,Yes,Individual,,,
111,Papua New Guinea,Highlands Violence,PNG003,PNG,Pacific,Violence,Highlands Violence,Yes,Individual,,,
112,Poland,Displacement from Russia-Ukraine conflict in Poland,POL002,POL,Europe,"Displacement,Conflict",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
113,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,"Socio-political,Floods,Other seasonal event,Food Security",Complex crisis,Yes,Individual,,,
114,Palestine,Conflict in Palestine,PSE002,PSE,Middle east,"Conflict,Socio-political,Violence",Conflict,Yes,Aggregated,,,
115,Palestine,Conflict in West Bank,PSE003,PSE,Middle east,"Conflict,Displacement,Socio-political,Violence",Conflict in West Bank,No,Individual,,,
116,Palestine,Conflict in Gaza,PSE004,PSE,Middle east,"Conflict,Displacement,Socio-political,Violence",Conflict in Gaza,No,Individual,,,
117,"Nigeria,Niger,Chad,Cameroon",Lake Chad basin regional crisis,REG001,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",,Lake Chad basin regional crisis,No,Individual,,,
118,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,"VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN","Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",,Venezuela Regional Crisis,No,Individual,,,
119,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",,Syrian Regional Crisis,No,Individual,,,
120,"Türkiye,Greece",Eastern Mediterranean Route ,REG006,"TUR,GRC","Middle east,Europe",,Eastern Mediterranean Route ,No,Individual,,,
121,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",,Central Mediterranean Route,No,Individual,,,
122,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,"DZA,MAR,ESP","Africa,Africa,Europe",,Western Mediterranean Route,No,Individual,,,
123,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,"BGD,MMR","Asia,Asia",,Rohingya Regional Crisis,No,Individual,,,
124,"Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,"MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA","Africa,Africa,Africa,Africa,Africa,Africa,Africa",,Southern Africa Regional Food Security Crisis,No,Individual,,,
125,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,"ARM,AZE","Middle east,Middle east",,Regional Nagorno-Karabakh Conflict,No,Individual,,,
126,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,"ETH,SOM,KEN","Africa,Africa,Africa",Drought,Eastern Africa Regional Drought Crisis,No,Individual,,,
127,"Türkiye,Syria",Turkiye / Syria earthquake,REG015,"TUR,SYR","Middle east,Middle east",Earthquake,Turkiye / Syria earthquake (regional crisis),No,Individual,,,
128,Romania,Displacement from Russia-Ukraine conflict in Romania,ROU002,ROU,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
129,Russia,Displacement from Russia-Ukraine conflict in Russia,RUS002,RUS,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
130,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,RWA,Africa,Displacement,Refugees,Yes,Individual,,,
131,Sudan,Complex crisis in Sudan,SDN001,SDN,Africa,"Displacement,Violence,Floods",Complex crisis,Yes,Individual,,,
132,Sudan,Refugees in Sudan,SDN005,SDN,Africa,Displacement,Refugees,No,Individual,,,
133,Senegal,Drought in Senegal,SEN002,SEN,Africa,Drought,Drought,Yes,Individual,,,
134,El Salvador,Complex crisis in El Salvador,SLV001,SLV,Americas,"Displacement,Violence,Floods,Drought",Complex crisis,Yes,Individual,,,
135,Somalia,Complex crisis in Somalia,SOM001,SOM,Africa,"Conflict,Displacement,Floods,Drought",Complex crisis,Yes,Individual,,,
136,Somalia,Mixed Migration Flows in Somalia,SOM002,SOM,Africa,Displacement,Mixed Migration,No,Individual,,,
137,South Sudan,Complex crisis in South Sudan,SSD001,SSD,Africa,"Conflict,Floods,Displacement",Complex crisis,Yes,Individual,,,
138,Slovakia,Displacement from Russia-Ukraine conflict in Slovakia,SVK002,SVK,Europe,"Displacement,Conflict",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
139,Eswatini,Food Security Crisis in Eswatini,SWZ001,SWZ,Africa,Drought,Food Security Crisis,Yes,Individual,,,
140,Syria,Syrian conflict,SYR001,SYR,Middle east,"Conflict,Displacement,Violence",Conflict,Yes,Individual,,,
141,Syria,Türkiye / Syria earthquake in Syria,SYR002,SYR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
142,Chad,Complex crisis in Chad,TCD001,TCD,Africa,"Conflict,Displacement",Complex crisis,Yes,Individual,,,
143,Chad,Lake Chad basin crisis,TCD003,TCD,Africa,Conflict,Lake Chad basin crisis,No,Individual,,,
144,Chad,CAR refugees in Chad,TCD004,TCD,Africa,Displacement,CAR refugees,No,Individual,,,
145,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,Displacement,Darfur refugees,No,Individual,,,
146,Togo,Conflict in northern region,TGO002,TGO,Africa,"Conflict,Displacement,Violence",Conflict in northern region in Togo,Yes,Individual,,,
147,Thailand,Myanmar refugees in Thailand,THA003,THA,Asia,Conflict,Refugees,Yes,Individual,,,
148,Timor Leste,Food Security Crisis in Timor-Leste,TLS003,TLS,Asia,Food Security,Food Security Crisis,Yes,Individual,,,
149,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,TTO,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
150,Tunisia,Mixed migration flows in Tunisia,TUN002,TUN,Africa,Displacement,Mixed Migration,Yes,Individual,,,
151,Türkiye,Complex situation in Türkiye,TUR001,TUR,Middle east,"Displacement,Conflict",Country level,Yes,Aggregated,,,
152,Türkiye,Syrian Refugees in Türkiye,TUR002,TUR,Middle east,Displacement,Syrian refugees,No,Individual,,,
153,Türkiye,Mixed Migration Flows in Türkiye,TUR003,TUR,Middle east,Displacement,Mixed Migration,No,Individual,,,
154,Türkiye,Kurdish Conflict,TUR004,TUR,Middle east,Conflict,Kurdish conflict,No,Individual,,,
155,Türkiye,Türkiye / Syria earthquake in Türkiye,TUR005,TUR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
156,Tanzania,Multiple Crises in Tanzania,TZA001,TZA,Africa,"Displacement,Drought",Country level,Yes,Aggregated,,,
157,Tanzania,International Displacement in Tanzania,TZA002,TZA,Africa,Displacement,Refugees,No,Individual,,,
158,Tanzania,Food Security Crisis in North-East Tanzania,TZA003,TZA,Africa,Drought,Food security in North-East,No,Individual,,,
159,Uganda,International Displacement in Uganda,UGA005,UGA,Africa,Displacement,Refugees,Yes,Individual,,,
160,Ukraine,Russia-Ukraine conflict,UKR002,UKR,Europe,"Conflict,Displacement",Russia-Ukraine conflict,Yes,Individual,,,
161,Venezuela,Complex crisis in Venezuela,VEN001,VEN,Americas,"Socio-political,Violence,Floods",Complex crisis,Yes,Individual,,,
162,Yemen,Conflict in Yemen,YEM001,YEM,Middle east,Conflict,Complex crisis,Yes,Individual,,,
163,Yemen,Mixed migration flows in Yemen,YEM002,YEM,Middle east,Displacement,Mixed Migration,No,Individual,,,
164,Zambia,Drought in Zambia,ZMB002,ZMB,Africa,"Drought,Food Security",Drought,Yes,Individual,,,
165,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,ZWE,Africa,"Socio-political,Drought,Food Security",Complex crisis,Yes,Individual,,,
