,Country,Crisis,Crisis ID,ISO3 code,Region,Type of crisis,Website name,Country level,Individual or aggregated,Indicator,Reliability,Type of entry
25,Djibouti,Multiple crises in Djibouti,DJI001,DJI,Africa,Multiple crises country,Country level,Yes,Aggregated,"Violence against personnel, facilities and assets",,
26,Djibouti,Mixed migration in Djibouti,DJI002,DJI,Africa,International displacement,Mixed Migration,No,Individual,Denial of existence of humanitarian needs or entitlements to assistance,,
27,Djibouti,Drought in Djibouti,DJI003,DJI,Africa,Drought,Drought,No,Individual,Restriction and obstruction of access to services and assistance,,
28,Dominican Republic,Venezuela displacement in Dominican Republic,DOM002,DOM,Americas,International displacement,Venezuelan refugees ,Yes,Individual,Ongoing insecurity/hostilities affecting humanitarian assistance,,
29,Algeria,Mixed migration flows in Algeria,DZA002,DZA,Africa,International displacement,Mixed Migration,No,Individual,Presence of mines and improvised explosive devices,,
30,Algeria,Sahrawi refugees in Algeria,DZA003,DZA,Africa,International displacement,Sahrawi refugees,No,Individual,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",,
31,Algeria,Multiple crises in Algeria,DZA004,DZA,Africa,Multiple crises country,Country level,Yes,Aggregated,,,
32,Ecuador,Venezuela displacement in Ecuador,ECU002,ECU,Americas,International displacement,Venezuelan refugees ,Yes,Individual,,,
33,Egypt,Syrian Refugee Crisis in Egypt,EGY002,EGY,Africa,International displacement,Refugee crisis,Yes,Individual,,,
34,Eritrea,Complex crisis in Eritrea,ERI001,ERI,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
35,Spain,Mixed migration flows in spain,ESP002,ESP,Europe,International displacement,Mixed Migration,Yes,Individual,,,
36,Ethiopia,Complex crisis in Ethiopia,ETH001,ETH,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
37,Ethiopia,International Displacement,ETH003,ETH,Africa,International displacement,International Displacement,No,Individual,,,
38,Ethiopia,Northern Ethiopia Conflict,ETH004,ETH,Africa,Conflict,Northern Ethiopia Conflict,No,Individual,,,
39,Ethiopia,Drought in Ethiopia,ETH005,ETH,Africa,Drought,Drought,No,Individual,,,
40,Greece,Mixed migration flows in Greece,GRC002,GRC,Europe,International displacement,Mixed Migration,Yes,Individual,,,
41,Guatemala,Complex crisis in Guatemala,GTM001,GTM,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
42,Honduras,Complex crisis in Honduras,HND001,HND,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
43,Haiti,Complex crisis in Haiti,HTI001,HTI,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
44,Haiti,Nippes Earthquake ,HTI002,HTI,Americas,Earthquake,Earthquake,No,Individual,,,
45,Hungary,Displacement from Ukraine conflict in Hungary,HUN002,HUN,Europe,International displacement,Displacement from Ukraine conflict,Yes,Individual,,,
46,Indonesia,Papua Conflict,IDN002,IDN,Asia,Conflict,Papua Conflict,Yes,Individual,,,
47,India,Conflict in Jammu and Kashmir,IND002,IND,Asia,Conflict,Kashmir conflict ,Yes,Individual,,,
48,Iran,Afghan Refugees in Iran,IRN004,IRN,Middle east,International displacement,Afghan Refugees,Yes,Individual,,,
49,Iraq,Multiple crises in Iraq,IRQ001,IRQ,Middle east,Multiple crises country,Country level,Yes,Aggregated,,,
50,Iraq,Conflict  in Iraq,IRQ002,IRQ,Middle east,Conflict,Conflict,No,Individual,,,
51,Iraq,Syrian and Palestinian refugees in iraq,IRQ003,IRQ,Middle east,International displacement,Syrian Refugees,No,Individual,,,
52,Italy,Mixed migration flows in Italy,ITA002,ITA,Europe,International displacement,Mixed Migration,Yes,Individual,,,
53,Jordan,Syrian refugees in Jordan,JOR002,JOR,Middle east,International displacement,Syrian refugees,Yes,Individual,,,
54,Kenya,Multiple crisis in Kenya ,KEN001,KEN,Africa,Multiple crises country,Country level ,Yes,Aggregated,,,
55,Kenya,Refugee situation in Kenya,KEN002,KEN,Africa,International displacement,Refugee situation,No,Individual,,,
56,Kenya,Drought in Kenya,KEN003,KEN,Africa,Drought,Drought,No,Individual,,,
57,Lebanon,Syrian refugees in Lebanon,LBN002,LBN,Middle east,International displacement,Syrian refugees,No,Individual,,,
58,Lebanon,Socioeconomic crisis in Lebanon,LBN004,LBN,Middle east,Political and economic crisis,Socioeconomic crisis,Yes,Individual,,,
59,Libya,Complex crisis in Libya,LBY001,LBY,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,,,
60,Libya,Mixed migration flows in Libya,LBY002,LBY,Africa,International displacement,Mixed Migration,No,Individual,,,
61,Sri Lanka,Socio-economic crisis in Sri Lanka,LKA002,LKA,Asia,Political and economic crisis,Socio-economic crisis,Yes,Individual,,,
62,Lesotho,Drought in Lesotho,LSO002,LSO,Africa,Drought,Drought,Yes,Individual,,,
63,Morocco,Mixed migration flows in Morocco,MAR002,MAR,Africa,International displacement,Mixed Migration,Yes,Individual,,,
64,Moldova,DIsplacement from Ukraine conflict in Moldova,MDA002,MDA,Europe,International displacement,Displacement from Ukraine conflict,Yes,Individual,,,
65,Madagascar,Multiple crisis in Madagascar,MDG001,MDG,Africa,Multiple crises country,Country level,Yes,Aggregated,,,
66,Madagascar,Drought in Madagascar,MDG002,MDG,Africa,Drought,Drought,No,Individual,,,
67,Madagascar,Tropical Cyclones Season in 2022 in Madagascar,MDG006,MDG,Africa,Tropical cyclone,Tropical Cyclones Season in 2022,No,Individual,,,
68,Mexico,Multiple crisis in Mexico,MEX001,MEX,Americas,Multiple crises country,Country Level,Yes,Aggregated,,,
69,Mexico,Criminal Violence in Mexico,MEX002,MEX,Americas,Other type of violence,Criminal Violence,No,Individual,,,
70,Mexico,Mixed Migration in Mexico,MEX003,MEX,Americas,International displacement,Mixed Migration,No,Individual,,,
71,Mali,Complex crisis in Mali,MLI001,MLI,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
72,Myanmar,Multiple crises in Myanmar,MMR001,MMR,Asia,Multiple crises country,Country level,Yes,Aggregated,,,
73,Myanmar,Rakhine Conflict,MMR002,MMR,Asia,Conflict,Rakhine conflict,No,Individual,,,
74,Myanmar,Kachin and Shan Conflict,MMR003,MMR,Asia,Conflict,Kachin and Shan conflict,No,Individual,,,
75,Myanmar,Post-coup conflict in Myanmar,MMR004,MMR,Asia,Conflict,Post-coup conflict,No,Individual,,,
76,Mozambique,Multiple Crises in Mozambique,MOZ001,MOZ,Africa,Multiple crises country,Multiple Crises,Yes,Aggregated,,,
77,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,MOZ,Africa,Other type of violence,Violent Insurgency in Cabo Delgado,No,Individual,,,
78,Mozambique,2022 Tropical Cyclone Seasons in Mozambique,MOZ008,MOZ,Africa,Tropical cyclone,Tropical Cyclones Season,No,Individual,,,
79,Mauritania,Refugees from Mali in Mauritania,MRT002,MRT,Africa,International displacement,Malian refugees,No,Individual,,,
80,Mauritania,Food Security in Mauritania,MRT003,MRT,Africa,Drought,Food security,Yes,Individual,,,
81,Malawi,Complex crisis in Malawi,MWI002,MWI,Africa,Complex crisis,Complex,Yes,Individual,,,
82,Malawi,Tropical Cyclone Ana in Malawi,MWI004,MWI,Africa,Tropical cyclone,Tropical Cyclone Ana,No,Individual,,,
83,Malaysia,International Refugees in Malaysia,MYS001,MYS,Asia,International displacement,International Refugees,Yes,Individual,,,
84,Namibia,Food Security Crisis in Namibia,NAM002,NAM,Africa,Food Security,Food Security Crisis,Yes,Individual,,,
85,Niger,Multiple crises in Niger,NER001,NER,Africa,Multiple crises country,Country level,Yes,Aggregated,,,
86,Niger,Boko Haram in Niger,NER002,NER,Africa,Conflict,Boko Haram,No,Individual,,,
87,Niger,Mali/Burkina Faso conflict,NER003,NER,Africa,Conflict,Cross-border violence ,No,Individual,,,
88,Niger,Nigerian Refugees,NER004,NER,Africa,International displacement,Nigerian Refugees,No,Individual,,,
89,Nigeria,Complex crisis in Nigeria,NGA001,NGA,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
90,Nigeria,Middle belt conflict,NGA003,NGA,Africa,Conflict,Middle Belt,No,Individual,,,
91,Nigeria,Boko Haram crisis in Nigeria,NGA004,NGA,Africa,Conflict,Boko Haram ,No,Individual,,,
92,Nigeria,Northwest Banditry,NGA007,NGA,Africa,Other type of violence,Northwest Banditry,No,Individual,,,
93,Nigeria,Cameroonian Refugees in Nigeria,NGA008,NGA,Africa,International displacement,Cameroonian Refugees,No,Individual,,,
94,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,NIC,Americas,Political and economic crisis,Socioeconomic crisis,Yes,Individual,,,
95,Pakistan,Complex crisis in Pakistan,PAK001,PAK,Asia,Complex crisis,Complex crisis,Yes,Individual,,,
96,Pakistan,Kashmir conflict in Pakistan,PAK004,PAK,Asia,Conflict,Kashmir conflict,No,Individual,,,
97,Pakistan,Floods in Pakistan ,PAK005,PAK,Asia,Flood,Monsoon floods 2022,No,Individual,,,
98,Panama,Venezuela displacement in Panama,PAN002,PAN,Americas,International displacement,Venezuelan refugees,Yes,Individual,,,
99,Peru,Venezuela displacement in Peru,PER002,PER,Americas,International displacement,Venezuelan refugees,Yes,Individual,,,
100,Philippines,Multiple crises in the Philippines,PHL001,PHL,Asia,Multiple crises country,Country level,Yes,Aggregated,,,
101,Philippines,Mindanao conflict,PHL003,PHL,Asia,Conflict,Mindanao Conflict,No,Individual,,,
102,Philippines,Typhoon RAI,PHL010,PHL,Asia,Tropical cyclone,Typhoon RAI (Odette),No,Individual,,,
103,Poland,Displacement from Ukraine conflict in Poland,POL002,POL,Europe,International displacement,Displacement from Ukraine conflict,Yes,Individual,,,
104,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,Complex crisis,Complex crisis,Yes,Individual,,,
105,Palestine,Conflict in Palestine,PSE002,PSE,Middle east,Conflict,Conflict,Yes,Individual,,,
106,"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,REG001,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",Regional crisis,Regional Boko Haram,No,Individual,,,
107,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,"VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN","Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",Regional crisis,Venezuela Regional Crisis,No,Individual,,,
108,"India,Pakistan",Regional Kashmir conflict,REG003,"IND,PAK","Asia,Asia",Regional crisis,Regional Kashmir conflict,No,Individual,,,
109,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",Regional crisis,Syrian Regional Crisis,No,Individual,,,
110,"Turkey,Greece",Eastern Mediterranean Route ,REG006,"TUR,GRC","Middle east,Europe",Regional crisis,Eastern Mediterranean Route ,No,Individual,,,
111,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",Regional crisis,Central Mediterranean Route,No,Individual,,,
112,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,"DZA,MAR,ESP","Africa,Africa,Europe",Regional crisis,Western Mediterranean Route,No,Individual,,,
113,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,"BGD,MMR","Asia,Asia",Regional crisis,Rohingya Regional Crisis,No,Individual,,,
114,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,"LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA","Africa,Africa,Africa,Africa,Africa,Africa,Africa,Africa",Regional crisis,Southern Africa Regional Food Security Crisis,No,Individual,,,
115,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,"ARM,AZE","Middle east,Middle east",Regional crisis,Regional Nagorno-Karabakh Conflict,No,Individual,,,
116,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,"ETH,SOM,KEN","Africa,Africa,Africa",Regional crisis,Eastern Africa Regional Drought Crisis,No,Individual,,,
117,Romania,Displacement from Ukraine conflict in Romania,ROU002,ROU,Europe,International displacement,Displacement from Ukraine conflict,Yes,Individual,,,
118,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,RWA,Africa,International displacement,Refugees,Yes,Individual,,,
119,Sudan,Complex crisis in Sudan,SDN001,SDN,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,,,
120,Sudan,Refugees in Sudan,SDN005,SDN,Africa,International displacement,Refugees,No,Individual,,,
121,Sudan,Violence in Darfur and Kordofan regions,SDN008,SDN,Africa,Other type of violence,Violence in Darfur and Kordofan regions,No,Individual,,,
122,Senegal,Drought in Senegal,SEN002,SEN,Africa,Drought,Drought,Yes,Individual,,,
123,El Salvador,Complex crisis in El Salvador,SLV001,SLV,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
124,Somalia,Complex crisis in Somalia,SOM001,SOM,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
125,Somalia,Mixed Migration Flows in Somalia,SOM002,SOM,Africa,International displacement,Mixed Migration,No,Individual,,,
126,South Sudan,Complex crisis in South Sudan,SSD001,SSD,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
127,Slovakia,Displacement from Ukraine conflict in Slovakia,SVK002,SVK,Europe,International displacement,Displacement from Ukraine conflict,Yes,Individual,,,
128,Eswatini,Food Security Crisis in Eswatini,SWZ001,SWZ,Africa,Food Security,Food Security Crisis,Yes,Individual,,,
129,Syria,Syrian conflict,SYR001,SYR,Middle east,Complex crisis,Conflict,Yes,Individual,,,
130,Chad,Complex crisis in Chad,TCD001,TCD,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,,,
131,Chad,Boko Haram in Chad,TCD003,TCD,Africa,Conflict,Boko Haram ,No,Individual,,,
132,Chad,CAR refugees in Chad,TCD004,TCD,Africa,International displacement,CAR refugees,No,Individual,,,
133,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,International displacement,Darfur refugees,No,Individual,,,
134,Chad,Tibesti Conflict in Chad,TCD006,TCD,Africa,Conflict,Tibesti conflict,No,Individual,,,
135,Thailand,Multiple situations in Thailand,THA001,THA,Asia,Multiple crises country,Country level,Yes,Aggregated,,,
136,Thailand,Conflict in southern Thailand ,THA002,THA,Asia,Conflict,Conflict,No,Individual,,,
137,Thailand,Myanmar refugees in Thailand,THA003,THA,Asia,International displacement,Refugees,No,Individual,,,
138,Tonga,Tonga Volcano Eruption,TON002,TON,Pacific,Volcano,Volcano Eruption,Yes,Individual,,,
139,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,TTO,Americas,International displacement,Venezuelan refugees,Yes,Individual,,,
140,Tunisia,Mixed migration flows in Tunisia,TUN002,TUN,Africa,International displacement,Mixed Migration,Yes,Individual,,,
141,Turkey,Complex situation in Turkey,TUR001,TUR,Middle east,Multiple crises country,Country level,Yes,Aggregated,,,
142,Turkey,Syrian Refugees in Turkey,TUR002,TUR,Middle east,International displacement,Syrian refugees,No,Individual,,,
143,Turkey,Mixed Migration Flows in Turkey,TUR003,TUR,Middle east,International displacement,Mixed Migration,No,Individual,,,
144,Turkey,Kurdish Conflict,TUR004,TUR,Middle east,Conflict,Kurdish conflict,No,Individual,,,
145,Tanzania,Multiple Crises in Tanzania,TZA001,TZA,Africa,Multiple crises country,Country level,Yes,Aggregated,,,
146,Tanzania,International Displacement in Tanzania,TZA002,TZA,Africa,International displacement,Refugees,No,Individual,,,
147,Tanzania,Food Security Crisis in North-East Tanzania,TZA003,TZA,Africa,Food Security,Food security in North-East,No,Individual,,,
148,Uganda,Multiple crises in Uganda,UGA001,UGA,Africa,Multiple crises country,Country level,Yes,Aggregated,,,
149,Uganda,International Displacement in Uganda,UGA005,UGA,Africa,International displacement,Refugees,No,Individual,,,
150,Uganda,Food Security Crisis in Karamoja Region,UGA007,UGA,Africa,Food Security,Food Security Crisis in Karamoja Region,No,Individual,,,
151,Ukraine,Conflict in Ukraine,UKR002,UKR,Europe,Conflict,Conflict,Yes,Individual,,,
152,Venezuela,Complex crisis in Venezuela,VEN001,VEN,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
153,Yemen,Conflict in Yemen,YEM001,YEM,Middle east,Complex crisis,Complex crisis,Yes,Individual,,,
154,Yemen,Mixed migration flows in Yemen,YEM002,YEM,Middle east,International displacement,Mixed Migration,No,Individual,,,
155,Zambia,Drought in Zambia,ZMB002,ZMB,Africa,Drought,Drought,Yes,Individual,,,
156,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,ZWE,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
