,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
10,"Algeria, Morocco, Spain",Western Mediterranean Route,REG008,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
11,"Algeria, Tunisia, Libya, Italy",Central Mediterranean Route,REG007,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
12,Angola,,AGO001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
13,Antigua and Barbuda,,ATG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
14,Argentina,,ARG001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
15,Argentina,Venezuela displacement in Argentina,ARG002,-,-,0.9,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
16,Armenia,,ARM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
17,Azerbaijan,,AZE001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
18,Bahamas,,BHS001,-,-,-,-,-,-,-,-,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,,,
19,Bahamas,Hurricane Dorian in Bahamas ,BHS002,-,-,-,-,-,-,-,-,-,-,1.7,1.7,1.7,1.7,1.7,1.7,-,-,-,-,-,-,,,
20,Bahrain,,BHR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
21,Bangladesh,Mutliple crises in Bangladesh,BGD001,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,3.2,3.2,3.2,2.9,,,
22,Bangladesh,Rohingya refugee crisis,BGD002,Stable,-,3.3,3.3,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.2,3.2,3.1,3.1,3.2,3.2,3.2,3.2,3.2,,,
23,Bangladesh,Floods in Bangladesh,BGD003,-,-,-,-,-,-,-,-,2.7,-,-,-,-,-,-,-,-,-,-,-,-,2.1,,,
24,Bangladesh,Multiple Crises in Bangladesh,BGD004,-,-,-,-,-,-,-,-,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
25,Bangladesh,Cyclone Bulbul in Bangladesh,BGD005,-,-,-,-,-,-,-,-,-,-,-,x,x,-,-,-,-,-,-,-,-,-,,,
26,Bangladesh,Cyclone Amphan Bangladesh,BGD006,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.5,2.5,2.5,2.5,,,
27,Bangladesh,Floods in Bangladesh,BGD007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
28,"Bangladesh, Myanmar",Rohingya Regional Crisis,REG011,Stable,-,-,-,3.5,3.5,3.5,-,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.6,,,
29,Barbados,,BRB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
30,Belarus,,BLR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
31,Belize,,BLZ001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
32,Benin,,BEN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
33,Bhutan,,BTN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
34,Bolivia,,BOL001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
35,Bosnia and Herzegovina,,BIH001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
36,Bosnia and Herzegovina,Mixed migration flows in Bosnia and Herzegovina,BIH002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
37,Botswana,,BWA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
38,Brazil,,BRA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
39,Brazil,Venezuela displacement in Brazil,BRA002,Stable,-,1.7,1.7,2.4,2.4,2.4,2.4,2.4,2.4,2.3,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.3,,,
40,Brunei,,BRN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
41,Bulgaria,,BGR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
42,Burkina Faso,,BFA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
43,Burkina Faso,Conflict in Burkina Faso,BFA002,Increasing,-,3,3.1,3.2,3.2,3.1,3.2,3.2,3.2,3.2,3.2,3.2,3.4,3.4,3.4,3.4,3.4,3.9,3.9,3.9,3.9,,,
44,Burkina Faso,Floods in Burkina Faso,BFA003,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,,,
45,Burundi,Complex in Burundi,BDI001,Stable,-,3.5,3.5,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,
46,Burundi,Political and economic crisis in Burundi,BDI002,-,-,3.5,3.5,3.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
47,Burundi,Flooding in Burundi,BDI003,-,-,1.7,1.7,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
48,Cambodia,,KHM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
49,Cameroon,Multiple crises in Cameroon,CMR001,Increasing,-,4,4,4.1,4.1,4,4.1,3.9,4,4,4,4,4,3.7,3.6,3.6,3.6,3.6,3.6,3.7,3.7,,,
50,Cameroon,Boko Haram in Cameroon,CMR002,Decreasing,-,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.7,3.6,3.6,3.6,3,3.6,3.6,3.6,3.6,3.6,3.2,3.2,,,
51,Cameroon,Anglophone Crisis in Cameroon,CMR003,Increasing,-,3.2,3.2,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.3,3,3,3,3,3,3.3,3.3,,,
52,Cameroon,CAR refugees in Cameroon,CMR004,Stable,-,3.3,3.3,3.1,3.1,3.1,3.1,2.7,2.8,2.6,2.6,2.6,2.6,1.6,2.6,2.6,2.6,2.6,2.6,2.7,2.6,,,
53,Cape Verde,,CPV001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
54,CAR,Complex crisis in CAR,CAF001,Stable,-,4,4,4,4,4,4,4,4,4,3.9,3.9,3.9,3.9,4,4,4,4,4,4,4,,,
55,CAR,Floods in CAR,CAF002,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,2.3,2.3,2.3,2.3,-,-,-,-,,,
56,Chad,Complex crisis in Chad,TCD001,Stable,-,-,-,4,4,4,4,4,4,4.1,4.1,4,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,,,
57,Chad,Drought in Chad,TCD002,-,-,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
58,Chad,Boko Haram in Chad,TCD003,Stable,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.7,3.7,3.7,3.7,3.7,3.7,3.7,,,
59,Chad,CAR refugees in Chad,TCD004,Stable,-,-,-,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.3,3.3,3.3,3.3,3.3,3.3,3.3,,,
60,Chad,Darfur refugees in Chad,TCD005,Decreasing,-,-,-,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.2,3.2,3.2,,,
61,Chad,Tibesti Conflict in Chad,TCD006,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2.7,2.7,2.6,,,
62,Chad,Floods in Chad,TCD007,-,-,-,-,-,-,-,-,-,-,-,2.4,2.6,2.6,2.6,2.6,-,-,-,-,-,-,,,
63,Chad,Floods in Chad,TCD008,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,,,
64,Chile,,CHL001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
65,China,,CHN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
66,China,Floods in China,CHN002,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.3,2.9,2.9,3,,,
67,Colombia,Complex crisis in Colombia,COL001,Stable,-,3.9,3.9,4,4,4,4,4,4,4,4,4,4,4,4,4.2,4.2,4.2,4.2,4.2,4.2,,,
68,Colombia,Venezuela displacement in Colombia,COL002,Stable,-,3.5,3.5,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,,,
69,Comoros,,COM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
70,Comoros,Tropical Cyclone Kenneth in Comoros,COM002,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
71,Congo,Multiple crises in Congo,COG001,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,-,-,-,-,,,
72,Congo,Pool conflict,COG002,Increasing,-,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.4,x,1.7,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.7,2.3,,,
73,Congo,Floods in Congo,COG003,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,-,-,-,-,,,
74,Cook islands,,COK001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
75,Costa Rica,,CRI001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
76,Costa Rica,Nicaraguan refugees in Costa Rica,CRI002,Stable,-,-,-,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.3,1.3,1.2,1.2,1,1,1,1,1,1,1.1,,,
77,Côte d'Ivoire,,CIV001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
78,Cuba,,CUB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
79,Cyprus,,CYP001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
80,Djibouti,Multiple crises in Djibouti,DJI001,Stable,-,2.6,2.9,2.9,-,-,-,-,-,-,-,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,,,
81,Djibouti,Mixed migration in Djibouti,DJI002,Stable,-,1.5,1.5,1.7,1.7,1.7,1.7,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.5,,,
82,Djibouti,Drought in Djibouti,DJI003,Stable,-,2.6,2.8,2.8,2.9,2.8,2.8,2.7,2.7,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.9,,,
83,Djibouti,Floods in Djibouti,DJI004,Stable,-,-,-,-,-,-,-,-,-,-,-,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,-,-,,,
84,Dominica,,DMA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
85,Dominican Republic,,DOM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
86,DPRK,Complex crisis in DPRK,PRK001,Stable,3.6,3.6,3.6,3.9,3.9,3.9,3.9,3.9,3.9,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,,,
87,DRC,Complex crisis in DRC,COD001,Increasing,-,4.4,4.4,4.4,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4,4,4.2,4.2,4.2,4.2,4.2,4.2,4.5,,,
88,DRC,Floods in DRC,COD002,-,-,-,-,-,-,-,-,-,-,-,-,2.7,2.5,2.5,2.7,2.7,2.7,-,-,-,-,,,
89,DRC,Floods in south-eastern DRC,COD003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,2.6,2.6,2.6,,,
90,"DRC, Uganda, Rwanda, Angola, Burundi, DRC, Uganda, Rwanda, Angola, Burundi",DRC Regional Crisis,REG010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
91,Ecuador,,ECU001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
92,Ecuador,Venezuela displacement in Ecuador,ECU002,Stable,-,2.1,2.1,2.3,2.3,2.4,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.4,2.4,2.4,2.4,2.4,2.4,,,
93,Egypt,,EGY001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
94,Egypt,Syrian Refugee Crisis in Egypt,EGY002,Increasing,-,-,-,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.1,2.1,2.2,2.2,2.2,2.2,,,
95,El Salvador,Complex crisis in El Salvador,SLV001,Increasing,-,2.8,2.8,3,3,3,3,3,2.6,2.6,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3,,,
96,Equatorial Guinea,,GNQ001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
97,Eritrea,Complex crisis in Eritrea,ERI001,Stable,-,-,-,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,,,
98,Eritrea,Mixed Migration Flows in Eritrea,ERI002,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
99,"Eritrea, Djibouti, Ethiopia, Somalia, Yemen",Red Sea Regional Crisis ,REG005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
100,Eswatini,,SWZ001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
101,Eswatini,Food Security Crisis in Eswatini,SWZ002,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,2.4,-,2.4,2.4,2.4,2.4,2.4,2.3,2.3,,,
102,Ethiopia,Complex crisis in Ethiopia,ETH001,Stable,-,-,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4,4,4,4,4,4,,,
103,Ethiopia,Flood Crisis in Ethiopia,ETH002,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.4,2.4,,,
104,Ethiopia,International Displacement,ETH003,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.8,2.8,2.8,2.8,,,
105,Fiji,,FJI001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
106,French Polynisia,,PYF001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
107,Gabon,,GAB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
108,Gambia,,GMB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
109,Georgia,,GEO001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
110,Ghana,,GHA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
111,Greece,,GRC001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
112,Greece,Mixed migration flows in Greece,GRC002,Decreasing,-,1,1,1.7,1.5,1.5,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2,2,1.9,2.1,2.1,2.1,1.8,1.8,,,
113,Grenada,,GRD001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
114,Guatemala,Complex crisis in Guatemala,GTM001,Stable,-,3.4,3.4,4,3.7,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,,,
115,Guatemala,Drought in Guatemala,GTM002,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
116,Guinea,,GIN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
117,Guinea-Bissau,,GNB001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
118,Guyana,,GUY001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
119,Haiti,Complex crisis in Haiti,HTI001,Stable,3.4,2.9,2.9,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.4,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,,,
120,Honduras,Complex crisis in Honduras,HND001,Stable,-,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.2,3.2,3.2,3.2,3.3,3.3,3.3,3.3,3.3,3.2,,,
121,Hungary,,HUN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
122,India,Multiple Crises in India,IND001,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,3,2.9,2.5,,,
123,India,Conflict in Jammu and Kashmir,IND002,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
124,India,Cyclone Amphan India,IND003,Decreasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,2.4,2.2,2.2,2.3,,,
125,India,Floods in Assam,IND004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2.7,-,,,
126,India,Floods in India,IND005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,,,
127,"India, Pakistan",Regional Kashmir conflict,REG003,-,-,-,-,x,x,x,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,,
128,Indonesia,Complex Crisis in Indonesia ,IDN001,-,-,-,-,,,2.8,2.1,2.1,2.1,2.1,2.1,2.1,1.9,1.9,2.2,2.2,-,-,-,-,-,,,
129,Indonesia,Papua Conflict,IDN002,-,-,-,-,-,-,-,2.2,2.2,2.2,2.2,2.2,2.2,x,x,x,x,x,x,x,x,x,,,
130,Indonesia,Sunda Strait Tsunami,IDN003,-,-,-,-,-,-,-,1.2,1.2,1.4,1.3,1.3,1.3,-,-,-,-,-,-,-,-,-,,,
131,Indonesia,Ambon Earthquake ,IDN004,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
132,Indonesia,Jakarta Floods,IDN005,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,1.4,1.7,1.7,-,-,-,-,-,,,
133,Iran,,IRN001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
134,Iran,Iran Floods,IRN002,-,-,-,-,3.2,3.1,3.1,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
135,Iran,Floods in Sistan - Baluchestan ,IRN003,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,1.8,-,-,-,-,-,-,-,,,
136,Iran,Afghan Refugees in Iran,IRN004,Stable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,3.4,3.4,3.4,3.4,3.4,3.4,,,
137,Iraq,Multiple crises in Iraq,IRQ001,Stable,-,4.3,4.3,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.3,4.2,4.2,4.2,4.2,3.9,3.9,3.9,3.9,3.9,3.9,,,
138,Iraq,Conflict  in Iraq,IRQ002,Stable,-,4.4,4.3,4.2,4.2,4.3,4.3,4.3,4.3,4.2,4.3,4.1,4.1,4.1,4,4,4,4,4,4,4,,,
139,Iraq,Syrian and Palestinian refugees in iraq,IRQ003,Stable,-,3,2.8,3.2,3.1,3.2,3.2,3.2,3.2,3,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8,,,
140,Italy,,ITA001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
141,Italy,Mixed migration flows in Italy,ITA002,-,-,1.3,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
142,Jamaica,,JAM001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
143,Jordan,Refugee situation in Jordan,JOR001,-,-,-,-,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
144,Jordan,Syrian refugees in Jordan,JOR002,Stable,-,-,-,2.5,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.6,,,
145,Jordan,Palestinian refugees in Jordan,JOR003,-,-,-,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
146,Kazakhstan,,KAZ001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
147,Kenya,Multiple crisis in Kenya ,KEN001,Decreasing,-,-,-,-,-,3.1,3.1,3.1,3.4,3.4,3.3,3.3,3.3,3.3,3.3,3.3,3.4,3,3,3,2.9,,,
148,Kenya,Refugee situation in Kenya,KEN002,Stable,-,2,2,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.7,2.7,2.7,2.8,2.7,2.7,2.7,2.7,2.7,2.7,2.6,,,
149,Kenya,Drought in Kenya,KEN003,Decreasing,-,-,-,-,-,3,3.1,3.1,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2,3.3,2.8,2.8,2.8,2.8,,,
150,Kenya,Floods in Kenya,KEN004,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,-,-,-,-,-,-,,,
151,Kenya,Flooding and Landslides in Kenya,KEN005,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,2.2,2.2,2.2,2.2,2.2,,,
152,Kiribati,,KIR001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
153,Kosovo,,RKS001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
154,Kuwait,,KWT001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
155,Kyrgyzstan,,KGZ001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
156,Laos,,LAO001,-,-,-,-,-,-,-,-,-,1.9,-,-,-,-,-,-,-,-,-,-,-,-,,,
157,Laos,Tropical Storm Podul in Laos ,LAO002,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,,,
158,Lebanon,Refugee situation in Lebanon,LBN001,-,-,2.4,2.4,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
159,Lebanon,Syrian refugees in Lebanon,LBN002,Increasing,-,2.4,2.4,2.8,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.2,3.1,3.1,3.2,3.2,,,
160,Lebanon,Palestinians in Lebanon,LBN003,-,-,1.4,1.4,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
161,Lebanon,Socioeconomic crisis in Lebanon,LBN004,Increasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,3.3,3.3,3.3,3.4,3.5,,,
162,Lebanon,Explosion in Beirut,LBN005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,3.2,,,
163,Lesotho,,LSO001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
164,Lesotho,Drought in Lesotho,LSO002,Decreasing,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,2.2,2.2,2.4,2.4,2.4,2.4,2.4,2.4,2.1,,,
