,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
10,Conflict in Burkina Faso,Conflict,BFA002,Burkina Faso,BFA,"Conflict,Displacement,Violence",4.2,5,Very High,Increasing,Very High,4.3,4.7,4.1,4.35,4.7,4,3.9,3.2,4.5,Africa,2024-05-31 00:00:00
11,Mutliple crises in Bangladesh,Country Level,BGD001,Bangladesh,BGD,"Conflict,Violence,Displacement,Floods",3.8,4,High,-,Very High,3.7,4.7,3,4.5,5,4,2.6,2.6,2.5,Asia,2024-05-27 00:00:00
12,Rohingya refugee crisis,Rohingya Refugees,BGD002,Bangladesh,BGD,"Conflict,Violence,Displacement",3.2,4,High,Decreasing,Very High,2.8,0.2,3.7,3.8,3.6,4,2.6,2.6,2.5,Asia,2024-05-27 00:00:00
13,Chronic Food Security Crisis in Bangladesh,Chronic Food Security Crisis in Bangladesh,BGD012,Bangladesh,BGD,"Food Security,Socio-political,Cyclone,Floods,Other seasonal event",3.5,4,High,-,Very High,3.5,4.7,2.5,4.5,5,4,1.9,2.6,1,Asia,2024-05-27 00:00:00
14,Displacement from Russia-Ukraine conflict in Bulgaria,Displacement from Russia-Ukraine conflict,BGR002,Bulgaria,BGR,"Conflict,Displacement",1.5,2,Low,Increasing,Very High,2.5,4,1.5,1.2,1.4,1,1.2,1.4,1,Europe,2024-05-17 00:00:00
15,Displacement from Russia-Ukraine conflict in Belarus,Displacement from Russia-Ukraine conflict,BLR002,Belarus,BLR,"Displacement,Conflict",1.7,2,Low,Increasing,Very High,2.1,3.4,1.3,1.05,1.1,1,2.4,2.3,2.5,Europe,2024-05-17 00:00:00
16,Country level Brazil,Country level,BRA001,Brazil,BRA,"Displacement,Floods",2.5,3,Medium,Stable,Very High,3.2,4.5,2.2,2.2,3.4,1,2.2,1.9,2.5,Americas,2024-05-29 00:00:00
17,Venezuela displacement in Brazil,Venezuelan refugees,BRA002,Brazil,BRA,Displacement,2.3,3,Medium,Increasing,Very High,2.8,3.8,2.1,1.95,2.9,1,2.5,1.9,3,Americas,2024-05-29 00:00:00
18,Drought in the Amazonas,Drought in the Amazonas,BRA004,Brazil,BRA,Drought,2.2,3,Medium,Stable,High,1.6,2.1,1.3,3,3,3,1.2,1.9,0.5,Americas,2024-05-29 00:00:00
19,Complex crisis in CAR,Complex crisis,CAF001,CAR,CAF,"Conflict,Displacement",4.1,5,Very High,Stable,Very High,4.2,4.4,4.1,4.05,4.1,4,4,4,4,Africa,2024-05-31 00:00:00
20,Venezuela displacement in Chile,Venezuelan refugees,CHL002,Chile,CHL,Displacement,2.6,3,Medium,Stable,Very High,3.8,4.8,3,2.3,2.6,2,2,1.5,2.5,Americas,2024-04-30 00:00:00
21,Multiple crises in Cameroon,Country level,CMR001,Cameroon,CMR,"Conflict,Displacement",3.8,4,High,Decreasing,Very High,4.1,4.6,3.8,3.6,4.2,3,3.9,3.8,4,Africa,2024-05-31 00:00:00
22,Lake Chad basin crisis in Cameroon,Lake Chad basin crisis,CMR002,Cameroon,CMR,Conflict,3.5,4,High,Decreasing,Very High,3.1,1.6,3.6,3.75,3.5,4,3.4,3.8,3,Africa,2024-05-31 00:00:00
23,Anglophone Crisis in Cameroon,Anglophone crisis,CMR003,Cameroon,CMR,Conflict,3.5,4,High,Stable,Very High,3.3,2.5,3.6,3.4,3.8,3,3.9,3.8,4,Africa,2024-05-31 00:00:00
24,CAR refugees in Cameroon,CAR refugees,CMR004,Cameroon,CMR,"Conflict,Displacement",2.8,3,Medium,Stable,Very High,2.4,2.5,2.3,2.9,2.8,3,3,3.8,2,Africa,2024-05-31 00:00:00
25,Complex crisis in DRC,Complex crisis,COD001,DRC,COD,"Conflict,Displacement,Socio-political",4.3,5,Very High,Decreasing,Very High,4.3,5,3.9,4.5,5,4,4.1,4.2,4,Africa,2024-05-31 00:00:00
26,Complex crisis in Congo,Complex crisis,COG001,Congo,COG,Conflict,2.7,3,Medium,Increasing,Very High,2.9,4.2,2,2.95,2.9,3,2.3,2.6,2,Africa,2024-05-31 00:00:00
27,Complex crisis in Colombia,Complex crisis,COL001,Colombia,COL,"Socio-political,Conflict,Violence,Floods,Displacement",3.8,4,High,Decreasing,Very High,4.4,5,4,4,5,3,3,2.9,3,Americas,2024-04-19 00:00:00
28,Venezuela displacement in Colombia,Venezuelan refugees ,COL002,Colombia,COL,Displacement,3.3,4,High,Decreasing,Very High,3.3,2.9,3.5,3.75,4.5,3,2.7,2.9,2.5,Americas,2024-04-19 00:00:00
29,Nicaraguan refugees in Costa Rica,Nicaraguan refugees,CRI002,Costa Rica,CRI,Displacement,2.2,3,Medium,Stable,High,2.3,0.9,2.9,2.65,2.3,3,1.5,1.4,1.5,Americas,2024-01-31 00:00:00
30,Displacement from Russia-Ukraine conflict in Czechia,Displacement from Russia-Ukraine conflict,CZE002,Czech Republic,CZE,"Conflict,Displacement",1.8,2,Low,Stable,Very High,2.9,4.2,2,1.8,2.6,1,0.8,0.6,1,Europe,2024-05-17 00:00:00
31,Multiple crises in Djibouti,Country level,DJI001,Djibouti,DJI,"Displacement,Drought",3,3,Medium,Increasing,High,2.7,3.2,2.5,3.25,2.5,4,2.8,2.5,3,Africa,2024-05-31 00:00:00
32,Mixed migration in Djibouti,Mixed Migration,DJI002,Djibouti,DJI,Displacement,1.4,2,Low,Increasing,Very High,2,1.4,2.3,0.9,0.8,1,1.8,2.5,1,Africa,2024-05-31 00:00:00
33,Drought in Djibouti,Drought,DJI003,Djibouti,DJI,Drought,2.9,3,Medium,Increasing,High,2.2,3.2,1.6,3.2,2.4,4,2.8,2.5,3,Africa,2024-05-31 00:00:00
34,Venezuela displacement in Dominican Republic,Venezuelan refugees ,DOM002,Dominican Republic,DOM,Displacement,1.8,2,Low,Stable,High,3.2,4.1,2.7,1.4,1.8,1,1.2,1.4,1,Americas,2024-05-29 00:00:00
35,Mixed migration flows in Algeria,Mixed Migration,DZA002,Algeria,DZA,Displacement,2.7,3,Medium,Increasing,High,4,5,3.3,1.7,2.4,1,2.7,2.9,2.5,Africa,2024-05-31 00:00:00
36,Sahrawi refugees in Algeria,Sahrawi refugees,DZA003,Algeria,DZA,Displacement,2.2,3,Medium,Increasing,High,1.6,1.1,1.8,2.3,1.6,3,2.5,2.9,2,Africa,2024-05-31 00:00:00
37,Multiple crises in Algeria,Country level,DZA004,Algeria,DZA,Displacement,2.7,3,Medium,Increasing,High,4.1,5,3.4,1.8,2.6,1,2.7,2.9,2.5,Africa,2024-05-31 00:00:00
38,Venezuela displacement in Ecuador,Venezuelan refugees ,ECU002,Ecuador,ECU,Displacement,2.7,3,Medium,Increasing,Very High,3.3,4.6,2.4,2.55,3.1,2,2.3,2.1,2.5,Americas,2024-04-30 00:00:00
39,Refugees in Egypt,Refugees crisis,EGY004,Egypt,EGY,"Displacement,Conflict",2.1,3,Medium,Decreasing,High,2.1,3.9,0.8,1.95,2.9,1,2.3,2.5,2,Africa,2024-05-31 00:00:00
40,Complex crisis in Eritrea,Complex crisis,ERI001,Eritrea,ERI,"Socio-political,Displacement",3.3,4,High,Decreasing,High,3,3.9,2.5,3.2,3.4,3,3.7,3.3,4,Africa,2024-05-30 00:00:00
41,Mixed migration flows in Spain,Mixed Migration,ESP002,Spain,ESP,Displacement,1.9,2,Low,Increasing,High,3.3,4,2.8,1.25,1.5,1,1.6,1.7,1.5,Europe,2024-05-31 00:00:00
42,Displacement from Russia-Ukraine conflict in Estonia,Displacement from Russia-Ukraine conflict,EST002,Estonia,EST,"Conflict,Displacement",1.2,2,Low,Decreasing,Very High,2.1,3.4,1.3,0.95,0.9,1,0.8,0.6,1,Europe,2024-05-17 00:00:00
43,Complex crisis in Ethiopia,Complex crisis,ETH001,Ethiopia,ETH,"Displacement,Floods,Conflict",4.4,5,Very High,Increasing,Very High,4.6,5,4.3,4.5,5,4,4.2,3.8,4.5,Africa,2024-05-31 00:00:00
44,International Displacement,International Displacement,ETH003,Ethiopia,ETH,Displacement,3.1,4,High,Decreasing,High,4,4.7,3.5,2.2,3.4,1,3.4,3.8,3,Africa,2024-05-31 00:00:00
45,Northern Ethiopia Conflict,Northern Ethiopia Conflict,ETH004,Ethiopia,ETH,"Conflict,Displacement",4.2,5,Very High,Increasing,High,4.2,2.9,4.6,4.45,4.9,4,3.7,3.8,3.5,Africa,2024-05-31 00:00:00
46,Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,Drought,4.1,5,Very High,Increasing,High,4.1,4.5,3.9,4.5,5,4,3.4,3.8,3,Africa,2024-05-31 00:00:00
47,Mixed migration flows in Greece,Mixed Migration,GRC002,Greece,GRC,Displacement,2.1,3,Medium,Increasing,Very High,1.9,0.6,2.4,2.55,2.1,3,1.6,1.7,1.5,Europe,2024-05-31 00:00:00
48,Complex crisis in Guatemala,Complex crisis,GTM001,Guatemala,GTM,"Violence,Socio-political,Other seasonal event",3.4,4,High,Decreasing,High,3.4,4.4,2.8,3.75,4.5,3,3,3,3,Americas,2024-04-19 00:00:00
49,Complex crisis in Honduras,Complex crisis,HND001,Honduras,HND,"Violence,Socio-political,Other seasonal event",3.6,4,High,Stable,High,3.8,4.2,3.5,4.05,4.1,4,2.7,2.9,2.5,Americas,2024-04-19 00:00:00
50,Complex crisis in Haiti,Complex crisis,HTI001,Haiti,HTI,"Earthquake,Violence,Socio-political,Other seasonal event",4,4,High,Decreasing,High,3.9,4,3.9,4.3,4.6,4,3.7,3.4,4,Americas,2024-04-19 00:00:00
51,Displacement from Russia-Ukraine conflict in Hungary,Displacement from Russia-Ukraine conflict,HUN002,Hungary,HUN,"Conflict,Displacement",1.6,2,Low,Increasing,Very High,2.6,4.2,1.4,1.15,1.3,1,1.4,1.2,1.5,Europe,2024-05-17 00:00:00
52,Papua Conflict,Papua Conflict,IDN002,Indonesia,IDN,"Socio-political,Violence",2.5,3,Medium,Stable,High,2.9,2.1,3.3,1.85,1.7,2,3.1,2.6,3.5,Asia,2024-05-27 00:00:00
53,Afghan Refugees in Iran,Afghan Refugees,IRN004,Iran,IRN,Displacement,3.8,4,High,Stable,Low,3.6,2.7,4,4.2,4.4,4,3.2,3.7,2.5,Middle east,2024-02-29 00:00:00
54,Multiple crises in Iraq,Country level,IRQ001,Iraq,IRQ,"Violence,Displacement,Socio-political,Conflict",3,3,Medium,Decreasing,Very High,4.1,4.7,3.7,1.9,1.8,2,3.5,3.5,3.5,Middle east,2024-05-31 00:00:00
55,Conflict  in Iraq,Conflict,IRQ002,Iraq,IRQ,"Conflict,Socio-political,Violence",2.8,3,Medium,Decreasing,Very High,4.1,4.7,3.7,1.8,1.6,2,3,3.5,2.5,Middle east,2024-05-31 00:00:00
56,Syrian and Palestinian refugees in iraq,Syrian Refugees,IRQ003,Iraq,IRQ,Displacement,2,2,Low,Decreasing,Very High,2.1,1.6,2.4,1.45,0.9,2,2.8,3.5,2,Middle east,2024-05-31 00:00:00
57,Mixed migration flows in Italy,Mixed Migration,ITA002,Italy,ITA,Displacement,2.2,3,Medium,Increasing,High,3.5,3.9,3.2,1.55,2.1,1,2,1.5,2.5,Europe,2024-05-31 00:00:00
58,Syrian refugees in Jordan,Syrian refugees,JOR002,Jordan,JOR,Displacement,2.7,3,Medium,Decreasing,High,2.4,2.1,2.6,3.3,3.6,3,2,2.5,1.5,Middle east,2024-05-31 00:00:00
59,Multiple crisis in Kenya ,Country level ,KEN001,Kenya,KEN,"Drought,Displacement",3.5,4,High,Stable,High,4.2,4.3,4.1,3.4,3.8,3,3.2,3.4,3,Africa,2024-05-30 00:00:00
60,Refugee situation in Kenya,Refugee situation,KEN002,Kenya,KEN,Displacement,2.9,3,Medium,Decreasing,High,2.3,0.9,2.8,3.05,3.1,3,3,3.4,2.5,Africa,2024-05-30 00:00:00
61,Drought in Kenya,Drought,KEN003,Kenya,KEN,Drought,3.2,4,High,Decreasing,Very High,4,4.3,3.9,2.75,3.5,2,3,3.4,2.5,Africa,2024-05-30 00:00:00
62,Syrian refugees in Lebanon,Syrian refugees,LBN002,Lebanon,LBN,Displacement,3.1,4,High,Stable,High,3.2,3.6,3,3.3,3.6,3,2.7,2.9,2.5,Middle east,2024-05-30 00:00:00
63,Complex crisis in Lebanon,Complex crisis,LBN006,Lebanon,LBN,"Socio-political,Violence,Tecnological Disaster,Displacement",3.4,4,High,-,Very High,3.6,3.6,3.6,3.65,4.3,3,3,2.9,3,Middle east,2024-05-30 00:00:00
64,Complex crisis in Libya,Complex crisis,LBY001,Libya,LBY,"Conflict,Displacement,Socio-political",4,4,High,Increasing,Very High,4.4,4.5,4.4,3.7,3.4,4,4,3.3,4.5,Africa,2024-05-27 00:00:00
65,Mixed migration flows in Libya,Mixed Migration,LBY002,Libya,LBY,Displacement,3.5,4,High,Increasing,High,3.8,4.5,3.4,3.1,3.2,3,3.7,3.3,4,Africa,2024-05-27 00:00:00
66,Storm Daniel and floods in Libya,Storm Daniel and floods,LBY003,Libya,LBY,"Floods,Other seasonal event",2.9,3,Medium,Decreasing,Very High,1.7,1.4,1.8,3.1,3.2,3,3.4,3.3,3.5,Africa,2024-05-27 00:00:00
67,Socio-economic crisis in Sri Lanka,Socio-economic crisis,LKA002,Sri Lanka,LKA,"Socio-political,Food Security",2.9,3,Medium,Decreasing,High,2.8,4.4,1.6,3.75,4.5,3,1.5,2,1,Asia,2024-05-27 00:00:00
68,Displacement from Russia-Ukraine conflict in Lithuania,Displacement from Russia-Ukraine conflict,LTU002,Lithuania,LTU,"Conflict,Displacement",1.3,2,Low,Stable,Very High,2.3,3.7,1.3,1,1,1,0.9,0.7,1,Europe,2024-05-17 00:00:00
69,Displacement from Russia-Ukraine conflict in Latvia,Displacement from Russia-Ukraine conflict,LVA002,Latvia,LVA,"Conflict,Displacement",1.3,2,Low,Stable,Very High,2.2,3.5,1.4,1.05,1.1,1,1,1,1,Europe,2024-05-17 00:00:00
70,Multiple crises in Morocco,Multiple crises,MAR001,Morocco,MAR,"Displacement,Earthquake",2.9,3,Medium,Decreasing,High,4,4.9,3.3,2.45,2.9,2,2.6,3.1,2,Africa,2024-05-31 00:00:00
71,Mixed migration flows in Morocco,Mixed Migration,MAR002,Morocco,MAR,Displacement,2.2,3,Medium,Decreasing,High,3.7,4.9,2.7,0.75,0.5,1,2.8,3.1,2.5,Africa,2024-05-31 00:00:00
72,Al Haouz Earthquake in Morocco,Al Haouz Earthquake,MAR003,Morocco,MAR,Earthquake,2.7,3,Medium,Decreasing,High,2.5,1.7,2.8,2.9,2.8,3,2.4,3.1,1.5,Africa,2024-05-31 00:00:00
73,DIsplacement from Russia-Ukraine conflict in Moldova,Displacement from Russia-Ukraine conflict,MDA002,Moldova,MDA,"Displacement,Conflict",1.6,2,Low,Stable,Very High,2.3,3.5,1.6,1.4,1.8,1,1.4,1.8,1,Europe,2024-05-17 00:00:00
74,Multiple crisis in Madagascar,Country level,MDG001,Madagascar,MDG,"Drought,Cyclone",2.9,3,Medium,Stable,Very High,2.4,2.9,2.1,3.25,3.5,3,2.8,2,3.5,Africa,2024-05-31 00:00:00
75,Drought in Madagascar,Drought,MDG002,Madagascar,MDG,Drought,2.5,3,Medium,Stable,Very High,2.2,2.3,2.2,3.2,3.4,3,1.5,2,1,Africa,2024-05-31 00:00:00
76,Cyclone Gamane in Madagascar,Cyclone Gamane,MDG009,Madagascar,MDG,"Cyclone,Floods",2.2,3,Medium,-,Very High,1.6,1.7,1.5,2.1,2.2,2,2.8,2,3.5,Africa,2024-05-31 00:00:00
77,Multiple crisis in Mexico,Country Level,MEX001,Mexico,MEX,"Violence,Displacement",3,3,Medium,Stable,High,4.1,5,3.5,1.45,1.9,1,3.9,3,4.5,Americas,2024-05-29 00:00:00
78,Criminal Violence in Mexico,Criminal Violence,MEX002,Mexico,MEX,"Violence,Displacement",x,x,x,-,High,4.1,5,3.4,x,x,x,3.5,3,4,Americas,2024-05-29 00:00:00
79,Mixed Migration in Mexico,Mixed Migration,MEX003,Mexico,MEX,Displacement,2.5,3,Medium,Stable,High,3.4,3.8,3.2,1.45,1.9,1,3.3,3,3.5,Americas,2024-05-29 00:00:00
80,Complex crisis in Mali,Complex crisis,MLI001,Mali,MLI,Conflict,4.3,5,Very High,Increasing,Very High,4.4,4.9,4.1,4.4,4.8,4,3.9,3.2,4.5,Africa,2024-05-31 00:00:00
81,Multiple crises in Myanmar,Country level,MMR001,Myanmar,MMR,"Socio-political,Conflict,Violence",4.6,5,Very High,Stable,Very High,4.8,4.9,4.8,4.5,5,4,4.5,3.9,5,Asia,2024-05-27 00:00:00
82,Rakhine Conflict,Rakhine conflict,MMR002,Myanmar,MMR,Conflict,4,4,High,Increasing,Very High,3.8,1.2,4.5,3.85,3.7,4,4.5,3.9,5,Asia,2024-05-27 00:00:00
83,Kachin and Shan Conflict,Kachin and Shan conflict,MMR003,Myanmar,MMR,Conflict,3.8,4,High,Increasing,Very High,3.4,1.9,4,3.9,3.8,4,4,3.9,4,Asia,2024-05-27 00:00:00
84,Post-coup conflict in Myanmar,Post-coup conflict,MMR004,Myanmar,MMR,"Violence,Socio-political,Conflict",4.6,5,Very High,Increasing,Very High,4.8,4.9,4.7,4.5,5,4,4.5,3.9,5,Asia,2024-05-27 00:00:00
85,2024 Dzud,2024 Dzud in Mongolia,MNG004,Mongolia,MNG,Other seasonal event,2.3,3,Medium,Increasing,Very High,2,3.1,1.4,3.1,2.2,4,1.1,1.1,1,Asia,2024-05-27 00:00:00
86,Multiple Crises in Mozambique,Multiple Crises,MOZ001,Mozambique,MOZ,"Conflict,Displacement,Cyclone",3.7,4,High,Increasing,Very High,4.4,5,4,3.45,3.9,3,3.5,3.5,3.5,Africa,2024-05-31 00:00:00
87,Cabo Delgado Islamist Insurgency,Violent Insurgency in Cabo Delgado,MOZ004,Mozambique,MOZ,"Conflict,Displacement",3.7,4,High,Increasing,High,3.5,2.7,3.8,3.85,3.7,4,3.5,3.5,3.5,Africa,2024-05-31 00:00:00
88,2024 Rainy and Cyclone season,2024 Rainy and Cyclone season,MOZ011,Mozambique,MOZ,"Floods,Displacement,Cyclone",3.1,4,High,-,Very High,4.3,5,3.9,2.45,2.9,2,3,3.5,2.5,Africa,2024-05-31 00:00:00
89,Refugees from Mali in Mauritania,Malian refugees,MRT002,Mauritania,MRT,Displacement,2,2,Low,Increasing,Very High,1,2,0.4,2.4,1.8,3,1.9,2.2,1.5,Africa,2024-05-31 00:00:00
90,Food Security in Mauritania,Food security,MRT003,Mauritania,MRT,"Drought,Floods",2.5,3,Medium,Decreasing,High,2.6,4.4,1.2,2.8,2.6,3,2.1,2.2,2,Africa,2024-05-31 00:00:00
91,Complex crisis in Malawi,Complex,MWI002,Malawi,MWI,"Drought,Socio-political,Cyclone",3.6,4,High,Increasing,Very High,4.1,4.4,3.9,3.95,4.9,3,2.5,2.4,2.5,Africa,2024-05-31 00:00:00
92,International Refugees in Malaysia,International Refugees,MYS001,Malaysia,MYS,Displacement,2.2,3,Medium,Decreasing,Very High,2.9,1.8,3.3,2.05,2.1,2,1.9,1.7,2,Asia,2024-05-27 00:00:00
93,Food Security Crisis in Namibia,Food Security Crisis,NAM002,Namibia,NAM,Drought,2.5,3,Medium,Stable,Medium,2.8,4.3,1.6,3.05,3.1,3,1.3,1.5,1,Africa,2024-05-31 00:00:00
94,Multiple crises in Niger,Country level,NER001,Niger,NER,"Conflict,Displacement",3.7,4,High,Decreasing,Very High,3.5,3.2,3.7,4.1,4.2,4,3.1,2.7,3.5,Africa,2024-05-31 00:00:00
95,Lake Chad basin crisis in Niger,Lake Chad basin crisis,NER002,Niger,NER,Conflict,3.4,4,High,Increasing,Very High,3.2,1.2,3.9,3.6,3.2,4,3.1,2.7,3.5,Africa,2024-05-31 00:00:00
96,Mali/Burkina Faso conflict,Cross-border violence ,NER003,Niger,NER,Conflict,3.5,4,High,Stable,Very High,3.2,2.4,3.5,3.9,3.8,4,3.1,2.7,3.5,Africa,2024-05-31 00:00:00
97,Nigerian Refugees,Nigerian Refugees,NER004,Niger,NER,Displacement,2.9,3,Medium,Increasing,Very High,2,1.5,2.2,3.6,3.2,4,2.4,2.7,2,Africa,2024-05-31 00:00:00
98,Complex crisis in Nigeria,Complex crisis,NGA001,Nigeria,NGA,"Conflict,Displacement,Violence",3.9,4,High,Stable,High,4.1,4.8,3.7,4,5,3,3.7,3.4,4,Africa,2024-05-30 00:00:00
99,Middle belt conflict,Middle Belt,NGA003,Nigeria,NGA,Violence,3.2,4,High,Decreasing,Very High,3.2,2.2,3.6,3.5,4,3,2.8,3.4,2,Africa,2024-05-30 00:00:00
100,Lake Chad basin crisis in Nigeria,Lake Chad basin crisis,NGA004,Nigeria,NGA,"Conflict,Displacement",4.1,5,Very High,Decreasing,High,4.2,2.2,4.8,4.4,4.8,4,3.5,3.4,3.5,Africa,2024-05-30 00:00:00
101,Northwest Banditry,Northwest Banditry,NGA007,Nigeria,NGA,"Violence,Displacement",3.5,4,High,Decreasing,High,3.5,2.8,3.8,3.9,4.8,3,3,3.4,2.5,Africa,2024-05-30 00:00:00
102,Cameroonian Refugees in Nigeria,Cameroonian Refugees,NGA008,Nigeria,NGA,Displacement,2,2,Low,Stable,High,2.3,2,2.5,1.3,1.6,1,2.8,3.4,2,Africa,2024-05-30 00:00:00
103,Socioeconomic crisis in Nicaragua,Socioeconomic crisis,NIC001,Nicaragua,NIC,Socio-political,x,x,x,-,High,2.5,4.1,1.3,x,x,x,2.4,2.7,2,Americas,2024-05-29 00:00:00
104,Karnali Earthquake,Karnali Earthquake,NPL003,Nepal,NPL,Earthquake,2.4,3,Medium,Stable,Very High,2.5,3,2.3,2.15,2.3,2,2.6,2.7,2.5,Asia,2024-05-27 00:00:00
105,Complex crisis in Pakistan,Complex crisis,PAK001,Pakistan,PAK,"Displacement,Conflict",4,4,High,Stable,High,4,5,3.2,4,5,3,3.9,3.2,4.5,Asia,2024-05-27 00:00:00
106,Kashmir conflict in Pakistan,Kashmir conflict,PAK004,Pakistan,PAK,Conflict,x,x,x,-,Medium,0.4,1,0,x,x,x,3.4,3.2,3.5,Asia,2024-05-30 00:00:00
107,Floods in Pakistan ,Monsoon floods 2022,PAK005,Pakistan,PAK,Other seasonal event,3.7,4,High,Stable,High,4.1,3.8,4.2,4,5,3,2.9,3.2,2.5,Asia,2024-05-30 00:00:00
108,Venezuela displacement in Panama,Venezuelan refugees,PAN002,Panama,PAN,Displacement,2,2,Low,Increasing,Very High,2.5,2.5,2.5,1.95,0.9,3,1.7,1.4,2,Americas,2024-05-29 00:00:00
109,Venezuela displacement in Peru,Venezuelan refugees,PER002,Peru,PER,Displacement,3.2,4,High,Increasing,Very High,3.6,4,3.4,3.45,3.9,3,2.6,2.2,3,Americas,2024-04-30 00:00:00
110,Mindanao conflict,Mindanao Conflict,PHL003,Philippines,PHL,"Conflict,Violence",2.2,3,Medium,Stable,High,2.8,2.7,2.8,1.45,1.9,1,2.7,2.8,2.5,Asia,2024-05-27 00:00:00
111,Highlands Violence,Highlands Violence,PNG003,Papua New Guinea,PNG,Violence,2,2,Low,Decreasing,Very High,2.3,1.9,2.5,1.4,0.8,2,2.6,2.7,2.5,Pacific,2024-05-27 00:00:00
112,Displacement from Russia-Ukraine conflict in Poland,Displacement from Russia-Ukraine conflict,POL002,Poland,POL,"Displacement,Conflict",2.1,3,Medium,Stable,Very High,3.4,4.8,2.3,2.15,3.3,1,0.9,0.7,1,Europe,2024-05-17 00:00:00
113,Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,"Socio-political,Floods,Other seasonal event,Food Security",3.7,4,High,Stable,Medium,3.9,4.6,3.5,4.5,5,4,2.4,2.7,2,Asia,2024-05-30 00:00:00
114,Conflict in Palestine,Conflict,PSE002,Palestine,PSE,"Conflict,Socio-political,Violence",4.4,5,Very High,Stable,Very High,4.3,3.4,4.6,4.6,4.2,5,4.1,2.5,5,Middle east,2024-05-31 00:00:00
115,Conflict in West Bank,Conflict in West Bank,PSE003,Palestine,PSE,"Conflict,Displacement,Socio-political,Violence",3.7,4,High,Increasing,Very High,3.8,2.7,4.2,3.65,3.3,4,3.7,2.5,4.5,Middle east,2024-05-31 00:00:00
116,Conflict in Gaza,Conflict in Gaza,PSE004,Palestine,PSE,"Conflict,Displacement,Socio-political,Violence",4.2,5,Very High,Stable,Very High,3.8,0.9,4.6,4.45,3.9,5,4.1,2.5,5,Middle east,2024-05-31 00:00:00
117,Lake Chad basin regional crisis,Lake Chad basin regional crisis,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",0,4.2,5,Very High,Stable,High,4.2,3.8,4.4,4.5,5,4,3.8,3.6,4,"Africa,Africa,Africa,Africa",2024-05-31 00:00:00
