,Country,Crisis,Crisis ID,ISO3 code,Region,Drivers,Website name,Country level,Individual or aggregated,Indicator,Reliability,Type of entry
64,Libya,Storm Daniel and floods in Libya,LBY003,LBY,Africa,"Floods,Other seasonal event",Storm Daniel and floods,No,Individual,,,
65,Sri Lanka,Multiple crises in Sri Lanka,LKA001,LKA,Asia,"Socio-political,Food Security,Floods",Multiple crises,Yes,Aggregated,,,
66,Sri Lanka,Socio-economic crisis in Sri Lanka,LKA002,LKA,Asia,"Socio-political,Food Security",Socio-economic crisis,No,Individual,,,
67,Sri Lanka,2023 Floods and Monsoon Rain,LKA003,LKA,Asia,Floods,2023 Floods and Monsoon Rain,No,Individual,,,
68,Morocco,Multiple crises in Morocco,MAR001,MAR,Africa,"Displacement,Earthquake",Multiple crises,Yes,Aggregated,,,
69,Morocco,Mixed migration flows in Morocco,MAR002,MAR,Africa,Displacement,Mixed Migration,No,Individual,,,
70,Morocco,Al Haouz Earthquake in Morocco,MAR003,MAR,Africa,Earthquake,Al Haouz Earthquake,No,Individual,,,
71,Moldova,DIsplacement from Ukraine conflict in Moldova,MDA002,MDA,Europe,"Displacement,Conflict",Displacement from Ukraine conflict,Yes,Individual,,,
72,Madagascar,Multiple crisis in Madagascar,MDG001,MDG,Africa,"Drought,Cyclone",Country level,Yes,Aggregated,,,
73,Madagascar,Drought in Madagascar,MDG002,MDG,Africa,Drought,Drought,No,Individual,,,
74,Madagascar,Tropical cyclone Freddy in Madagascar,MDG008,MDG,Africa,Cyclone,Tropical cyclone Freddy,No,Individual,,,
75,Mexico,Multiple crisis in Mexico,MEX001,MEX,Americas,"Violence,Displacement",Country Level,Yes,Aggregated,,,
76,Mexico,Criminal Violence in Mexico,MEX002,MEX,Americas,"Violence,Displacement",Criminal Violence,No,Individual,,,
77,Mexico,Mixed Migration in Mexico,MEX003,MEX,Americas,Displacement,Mixed Migration,No,Individual,,,
78,Mali,Complex crisis in Mali,MLI001,MLI,Africa,Conflict,Complex crisis,Yes,Individual,,,
79,Myanmar,Multiple crises in Myanmar,MMR001,MMR,Asia,"Socio-political,Conflict,Violence",Country level,Yes,Aggregated,,,
80,Myanmar,Rakhine Conflict,MMR002,MMR,Asia,Conflict,Rakhine conflict,No,Individual,,,
81,Myanmar,Kachin and Shan Conflict,MMR003,MMR,Asia,Conflict,Kachin and Shan conflict,No,Individual,,,
82,Myanmar,Post-coup conflict in Myanmar,MMR004,MMR,Asia,"Violence,Socio-political,Conflict",Post-coup conflict,No,Individual,,,
83,Myanmar,Cyclone Mocha in Myanmar,MMR005,MMR,Asia,"Cyclone,Floods",Cyclone Mocha,No,Individual,,,
84,Mozambique,Multiple Crises in Mozambique,MOZ001,MOZ,Africa,"Conflict,Displacement,Cyclone",Multiple Crises,Yes,Aggregated,,,
85,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,MOZ,Africa,"Conflict,Displacement",Violent Insurgency in Cabo Delgado,No,Individual,,,
86,Mozambique,Floods in Maputo province in Mozambique,MOZ009,MOZ,Africa,Floods,Floods in Maputo province,No,Individual,,,
87,Mozambique,Tropical Cyclone Freddy in Mozambique,MOZ010,MOZ,Africa,Cyclone,Tropical Cyclone Freddy,No,Individual,,,
88,Mauritania,Refugees from Mali in Mauritania,MRT002,MRT,Africa,Displacement,Malian refugees,No,Individual,,,
89,Mauritania,Food Security in Mauritania,MRT003,MRT,Africa,"Drought,Floods",Food security,Yes,Individual,,,
90,Malawi,Complex crisis in Malawi,MWI002,MWI,Africa,"Drought,Socio-political,Cyclone",Complex,Yes,Individual,,,
91,Malawi,Tropical Cyclone Freddy in Malawi,MWI005,MWI,Africa,Cyclone,Tropical Cyclone Freddy,No,Individual,,,
92,Malaysia,International Refugees in Malaysia,MYS001,MYS,Asia,Displacement,International Refugees,Yes,Individual,,,
93,Namibia,Food Security Crisis in Namibia,NAM002,NAM,Africa,Drought,Food Security Crisis,Yes,Individual,,,
94,Niger,Multiple crises in Niger,NER001,NER,Africa,"Conflict,Displacement",Country level,Yes,Aggregated,,,
95,Niger,Lake Chad basin crisis in Niger,NER002,NER,Africa,Conflict,Lake Chad basin crisis,No,Individual,,,
96,Niger,Mali/Burkina Faso conflict,NER003,NER,Africa,Conflict,Cross-border violence ,No,Individual,,,
97,Niger,Nigerian Refugees,NER004,NER,Africa,Displacement,Nigerian Refugees,No,Individual,,,
98,Nigeria,Complex crisis in Nigeria,NGA001,NGA,Africa,"Conflict,Displacement,Violence",Complex crisis,Yes,Individual,,,
99,Nigeria,Middle belt conflict,NGA003,NGA,Africa,Violence,Middle Belt,No,Individual,,,
100,Nigeria,Lake Chad basin crisis in Nigeria,NGA004,NGA,Africa,"Conflict,Displacement",Lake Chad basin crisis,No,Individual,,,
101,Nigeria,Northwest Banditry,NGA007,NGA,Africa,"Violence,Displacement",Northwest Banditry,No,Individual,,,
102,Nigeria,Cameroonian Refugees in Nigeria,NGA008,NGA,Africa,Displacement,Cameroonian Refugees,No,Individual,,,
103,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,NIC,Americas,Socio-political,Socioeconomic crisis,Yes,Individual,,,
104,Pakistan,Complex crisis in Pakistan,PAK001,PAK,Asia,"Displacement,Conflict",Complex crisis,Yes,Individual,,,
105,Pakistan,Kashmir conflict in Pakistan,PAK004,PAK,Asia,Conflict,Kashmir conflict,No,Individual,,,
106,Pakistan,Floods in Pakistan ,PAK005,PAK,Asia,Other seasonal event,Monsoon floods 2022,No,Individual,,,
107,Panama,Venezuela displacement in Panama,PAN002,PAN,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
108,Peru,Venezuela displacement in Peru,PER002,PER,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
109,Philippines,Multiple crises in the Philippines,PHL001,PHL,Asia,"Conflict,Cyclone,Violence,Floods,Other seasonal event",Country level,Yes,Aggregated,,,
110,Philippines,Mindanao conflict,PHL003,PHL,Asia,"Conflict,Violence",Mindanao Conflict,No,Individual,,,
111,Philippines,Typhoon Nalgae,PHL012,PHL,Asia,Cyclone,Typhoon Nalgae,No,Individual,,,
112,Philippines,Southwest Monsoon and Typhoon Doksuri,PHL014,PHL,Asia,"Floods,Cyclone",Southwest Monsoon and Typhoon Doksuri,No,Individual,,,
113,Papua New Guinea,Highlands Violence,PNG003,PNG,Pacific,Earthquake,Highlands Violence,Yes,Individual,,,
114,Poland,Displacement from Ukraine conflict in Poland,POL002,POL,Europe,"Displacement,Conflict",Displacement from Ukraine conflict,Yes,Individual,,,
115,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,"Socio-political,Floods,Other seasonal event,Food Security",Complex crisis,Yes,Individual,,,
116,Palestine,Conflict in Palestine,PSE002,PSE,Middle east,"Conflict,Socio-political,Violence",Conflict,Yes,Aggregated,,,
117,Palestine,Conflict in West Bank,PSE003,PSE,Middle east,"Conflict,Displacement,Socio-political,Violence",Conflict in West Bank,No,Individual,,,
118,Palestine,Conflict in Gaza,PSE004,PSE,Middle east,"Conflict,Displacement,Socio-political,Violence",Conflict in Gaza,No,Individual,,,
119,"Nigeria,Niger,Chad,Cameroon",Lake Chad basin regional crisis,REG001,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",,Lake Chad basin regional crisis,No,Individual,,,
120,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,"VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN","Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",,Venezuela Regional Crisis,No,Individual,,,
121,"India,Pakistan",Regional Kashmir conflict,REG003,"IND,PAK","Asia,Asia",,Regional Kashmir conflict,No,Individual,,,
122,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",,Syrian Regional Crisis,No,Individual,,,
123,"Türkiye,Greece",Eastern Mediterranean Route ,REG006,"TUR,GRC","Middle east,Europe",,Eastern Mediterranean Route ,No,Individual,,,
124,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",,Central Mediterranean Route,No,Individual,,,
125,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,"DZA,MAR,ESP","Africa,Africa,Europe",,Western Mediterranean Route,No,Individual,,,
126,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,"BGD,MMR","Asia,Asia",,Rohingya Regional Crisis,No,Individual,,,
127,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,"LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA","Africa,Africa,Africa,Africa,Africa,Africa,Africa,Africa",,Southern Africa Regional Food Security Crisis,No,Individual,,,
128,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,"ARM,AZE","Middle east,Middle east",,Regional Nagorno-Karabakh Conflict,No,Individual,,,
129,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,"ETH,SOM,KEN","Africa,Africa,Africa",Drought,Eastern Africa Regional Drought Crisis,No,Individual,,,
130,"Türkiye,Syria",Turkiye / Syria earthquake,REG015,"TUR,SYR","Middle east,Middle east",Earthquake,Turkiye / Syria earthquake (regional crisis),No,Individual,,,
131,Romania,Displacement from Ukraine conflict in Romania,ROU002,ROU,Europe,"Conflict,Displacement",Displacement from Ukraine conflict,Yes,Individual,,,
132,Russia,Displacement from Ukraine conflict in Russia,RUS002,RUS,Europe,"Conflict,Displacement",Displacement from Ukraine conflict,Yes,Individual,,,
133,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,RWA,Africa,Displacement,Refugees,Yes,Individual,,,
134,Sudan,Complex crisis in Sudan,SDN001,SDN,Africa,"Displacement,Violence,Floods",Complex crisis,Yes,Individual,,,
135,Sudan,Refugees in Sudan,SDN005,SDN,Africa,Displacement,Refugees,No,Individual,,,
136,Sudan,Violence in Darfur and Kordofan regions,SDN008,SDN,Africa,Violence,Violence in Darfur and Kordofan regions,No,Individual,,,
137,Senegal,Drought in Senegal,SEN002,SEN,Africa,Drought,Drought,Yes,Individual,,,
138,El Salvador,Complex crisis in El Salvador,SLV001,SLV,Americas,"Displacement,Violence,Floods,Drought",Complex crisis,Yes,Individual,,,
139,Somalia,Complex crisis in Somalia,SOM001,SOM,Africa,"Conflict,Displacement,Floods,Drought",Complex crisis,Yes,Individual,,,
140,Somalia,Mixed Migration Flows in Somalia,SOM002,SOM,Africa,Displacement,Mixed Migration,No,Individual,,,
141,South Sudan,Complex crisis in South Sudan,SSD001,SSD,Africa,"Conflict,Floods,Displacement",Complex crisis,Yes,Individual,,,
142,Slovakia,Displacement from Ukraine conflict in Slovakia,SVK002,SVK,Europe,"Displacement,Conflict",Displacement from Ukraine conflict,Yes,Individual,,,
143,Eswatini,Food Security Crisis in Eswatini,SWZ001,SWZ,Africa,Drought,Food Security Crisis,Yes,Individual,,,
144,Syria,Syrian conflict,SYR001,SYR,Middle east,"Conflict,Displacement,Violence",Conflict,Yes,Individual,,,
145,Syria,Türkiye / Syria earthquake in Syria,SYR002,SYR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
146,Chad,Complex crisis in Chad,TCD001,TCD,Africa,"Conflict,Displacement",Complex crisis,Yes,Individual,,,
147,Chad,Lake Chad basin crisis,TCD003,TCD,Africa,Conflict,Lake Chad basin crisis,No,Individual,,,
148,Chad,CAR refugees in Chad,TCD004,TCD,Africa,Displacement,CAR refugees,No,Individual,,,
149,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,Displacement,Darfur refugees,No,Individual,,,
150,Thailand,Multiple situations in Thailand,THA001,THA,Asia,"Conflict,Displacement",Country level,Yes,Aggregated,,,
151,Thailand,Conflict in southern Thailand ,THA002,THA,Asia,Conflict,Conflict,No,Individual,,,
152,Thailand,Myanmar refugees in Thailand,THA003,THA,Asia,Conflict,Refugees,No,Individual,,,
153,Timor Leste,Food Security Crisis in Timor-Leste,TLS003,TLS,Asia,Food Security,Food Security Crisis,Yes,Individual,,,
154,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,TTO,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
155,Tunisia,Mixed migration flows in Tunisia,TUN002,TUN,Africa,Displacement,Mixed Migration,Yes,Individual,,,
156,Türkiye,Complex situation in Türkiye,TUR001,TUR,Middle east,"Displacement,Conflict",Country level,Yes,Aggregated,,,
157,Türkiye,Syrian Refugees in Türkiye,TUR002,TUR,Middle east,Displacement,Syrian refugees,No,Individual,,,
158,Türkiye,Mixed Migration Flows in Türkiye,TUR003,TUR,Middle east,Displacement,Mixed Migration,No,Individual,,,
159,Türkiye,Kurdish Conflict,TUR004,TUR,Middle east,Conflict,Kurdish conflict,No,Individual,,,
160,Türkiye,Türkiye / Syria earthquake in Türkiye,TUR005,TUR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
161,Tanzania,Multiple Crises in Tanzania,TZA001,TZA,Africa,"Displacement,Drought",Country level,Yes,Aggregated,,,
162,Tanzania,International Displacement in Tanzania,TZA002,TZA,Africa,Displacement,Refugees,No,Individual,,,
163,Tanzania,Food Security Crisis in North-East Tanzania,TZA003,TZA,Africa,Drought,Food security in North-East,No,Individual,,,
164,Uganda,International Displacement in Uganda,UGA005,UGA,Africa,Displacement,Refugees,Yes,Individual,,,
165,Ukraine,Conflict in Ukraine,UKR002,UKR,Europe,"Conflict,Displacement",Conflict,Yes,Individual,,,
166,Venezuela,Complex crisis in Venezuela,VEN001,VEN,Americas,"Socio-political,Violence,Floods",Complex crisis,Yes,Individual,,,
167,Vanuatu,Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,VUT,Pacific,Cyclone,Cyclone Judy and cyclone Kevin,Yes,Individual,,,
168,Yemen,Conflict in Yemen,YEM001,YEM,Middle east,Conflict,Complex crisis,Yes,Individual,,,
169,Yemen,Mixed migration flows in Yemen,YEM002,YEM,Middle east,Displacement,Mixed Migration,No,Individual,,,
170,Zambia,Drought in Zambia,ZMB002,ZMB,Africa,Drought,Drought,Yes,Individual,,,
171,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,ZWE,Africa,"Socio-political,Drought",Complex crisis,Yes,Individual,,,
