,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
10,Mutliple crises in Bangladesh,Country Level,BGD001,Bangladesh,BGD,"Conflict,Violence,Displacement,Floods",3.4,4,High,Stable,Very High,2.8,2.7,2.8,3.75,4.5,3,3.2,2.8,3.5,Asia,2022-10-27 00:00:00
11,Rohingya refugee crisis,Rohingya Refugees,BGD002,Bangladesh,BGD,"Conflict,Violence,Displacement",3.1,4,High,Increasing,High,2.8,0.2,3.7,3.3,3.6,3,2.9,2.8,3,Asia,2022-10-27 00:00:00
12,2022 Floods in Bangladesh,2022 floods,BGD008,Bangladesh,BGD,Floods,3,3,Medium,Decreasing,High,2.1,2.7,1.8,3.6,4.2,3,2.7,2.8,2.5,Asia,2022-10-27 00:00:00
13,Country level Brazil,Country level,BRA001,Brazil,BRA,"Displacement,Floods",2.8,3,Medium,Increasing,Very High,4.1,4.8,3.6,1.75,2.5,1,3,2.9,3,Americas,2022-10-31 00:00:00
14,Venezuela displacement in Brazil,Venezuelan refugees,BRA002,Brazil,BRA,Displacement,2.4,3,Medium,Stable,High,3,3.3,2.9,1.75,2.5,1,2.7,2.9,2.5,Americas,2022-10-31 00:00:00
15,Floods in rainy season 2022,Floods,BRA003,Brazil,BRA,Floods,2.1,3,Medium,Stable,Very High,2.8,3,2.7,1.2,1.4,1,2.7,2.9,2.5,Americas,2022-10-31 00:00:00
16,Complex crisis in CAR,Complex crisis,CAF001,CAR,CAF,"Conflict,Displacement",4.1,5,Very High,Stable,High,4.2,4.3,4.1,3.95,3.9,4,4.1,4.1,4,Africa,2022-08-01 00:00:00
17,Venezuela displacement in Chile,Venezuelan refugees,CHL002,Chile,CHL,Displacement,2.6,3,Medium,Increasing,Very High,3.7,4.8,2.9,2.4,2.8,2,2,1.4,2.5,Americas,2022-08-31 00:00:00
18,Multiple crises in Cameroon,Country level,CMR001,Cameroon,CMR,"Conflict,Displacement",3.9,4,High,Decreasing,Very High,4,4.7,3.6,4.15,4.3,4,3.4,3.7,3,Africa,2022-09-21 00:00:00
19,Boko Haram in Cameroon,Boko Haram,CMR002,Cameroon,CMR,Conflict,3.5,4,High,Decreasing,High,2.9,1.4,3.5,3.75,3.5,4,3.6,3.7,3.5,Africa,2022-08-30 00:00:00
20,Anglophone Crisis in Cameroon,Anglophone crisis,CMR003,Cameroon,CMR,Conflict,3.4,4,High,Decreasing,High,3.2,2.6,3.5,3.4,3.8,3,3.4,3.7,3,Africa,2022-08-30 00:00:00
21,CAR refugees in Cameroon,CAR refugees,CMR004,Cameroon,CMR,"Conflict,Displacement",2.9,3,Medium,Decreasing,High,2.4,2.4,2.4,2.9,2.8,3,3.2,3.7,2.5,Africa,2022-08-30 00:00:00
22,Complex crisis in DRC,Complex crisis,COD001,DRC,COD,"Conflict,Displacement,Socio-political",4.2,5,Very High,Decreasing,High,4.5,5,4.2,4,5,3,4.4,4.3,4.5,Africa,2022-07-21 00:00:00
23,Complex crisis in Congo,Complex crisis,COG001,Congo,COG,Conflict,2.1,3,Medium,Decreasing,High,2.3,3.1,1.8,2,1,3,2.2,2.8,1.5,Africa,2022-10-04 00:00:00
24,Complex crisis in Colombia,Complex crisis,COL001,Colombia,COL,"Socio-political,Conflict,Violence,Floods,Displacement",4,4,High,Increasing,Very High,4.2,5,3.7,4.4,4.8,4,3.2,2.9,3.5,Americas,2022-10-31 00:00:00
25,Venezuela displacement in Colombia,Venezuelan refugees ,COL002,Colombia,COL,Displacement,3.4,4,High,Decreasing,Very High,3.1,2.2,3.5,3.75,4.5,3,3.2,2.9,3.5,Americas,2022-10-31 00:00:00
26,Nicaraguan refugees in Costa Rica,Nicaraguan refugees,CRI002,Costa Rica,CRI,Displacement,2.1,3,Medium,Increasing,Very High,2.4,0.7,3,2.55,2.1,3,1,0.9,1,Americas,2022-10-24 00:00:00
27,Multiple crises in Djibouti,Country level,DJI001,Djibouti,DJI,"Displacement,Drought",2.5,3,Medium,Stable,High,2.4,3.2,2,2.65,2.3,3,2.5,2.5,2.5,Africa,2022-10-31 00:00:00
28,Mixed migration in Djibouti,Mixed Migration,DJI002,Djibouti,DJI,Displacement,1.8,2,Low,Increasing,Very High,1.8,1.5,1.9,1.95,0.9,3,1.6,2.5,0.5,Africa,2022-10-31 00:00:00
29,Drought in Djibouti,Drought,DJI003,Djibouti,DJI,Drought,2.5,3,Medium,Increasing,High,2.6,3.1,2.35,2.55,2.1,3,2.5,2.5,2.5,Africa,2022-10-31 00:00:00
30,Venezuela displacement in Dominican Republic,Venezuelan refugees ,DOM002,Dominican Republic,DOM,Displacement,2.1,3,Medium,Increasing,Very High,3.6,4,3.3,1.85,1.7,2,1.2,1.4,1,Americas,2022-10-24 00:00:00
31,Mixed migration flows in Algeria,Mixed Migration,DZA002,Algeria,DZA,Displacement,2.6,3,Medium,Stable,High,3.9,5,3,1.7,2.4,1,2.7,2.9,2.5,Africa,2022-10-17 00:00:00
32,Sahrawi refugees in Algeria,Sahrawi refugees,DZA003,Algeria,DZA,Displacement,2.1,3,Medium,Decreasing,Medium,1.3,1.1,1.4,2.3,1.6,3,2.5,2.9,2,Africa,2022-10-17 00:00:00
33,Multiple crises in Algeria,Country level,DZA004,Algeria,DZA,Displacement,2.7,3,Medium,-,High,3.9,5,3,1.8,2.6,1,2.7,2.9,2.5,Africa,2022-10-17 00:00:00
34,Venezuela displacement in Ecuador,Venezuelan refugees ,ECU002,Ecuador,ECU,Displacement,2.7,3,Medium,Increasing,Very High,3.6,4.6,2.8,2.6,3.2,2,2.1,2.2,2,Americas,2022-08-31 00:00:00
35,Syrian Refugee Crisis in Egypt,Refugee crisis,EGY002,Egypt,EGY,Displacement,1.7,2,Low,Decreasing,Very High,1.8,2,1.7,1.45,1.9,1,1.9,2.3,1.5,Africa,2022-10-26 00:00:00
36,Complex crisis in Eritrea,Complex crisis,ERI001,Eritrea,ERI,"Socio-political,Displacement",3.5,4,High,Decreasing,High,3,4,2.3,3.25,3.5,3,4.3,3.3,5,Africa,2022-09-23 00:00:00
37,Mixed migration flows in spain,Mixed Migration,ESP002,Spain,ESP,Displacement,1.8,2,Low,Increasing,Very High,2.6,2.3,2.7,1.45,1.9,1,1.6,1.6,1.5,Europe,2022-10-17 00:00:00
38,Complex crisis in Ethiopia,Complex crisis,ETH001,Ethiopia,ETH,"Displacement,Floods,Conflict",4,4,High,Decreasing,Very High,4.2,5,3.7,4,5,3,3.9,3.7,4,Africa,2022-10-20 00:00:00
39,International Displacement,International Displacement,ETH003,Ethiopia,ETH,Displacement,3,3,Medium,Increasing,High,3.6,5,2.4,2.6,3.2,2,3.2,3.7,2.5,Africa,2022-10-20 00:00:00
40,Northern Ethiopia Conflict,Northern Ethiopia Conflict,ETH004,Ethiopia,ETH,"Conflict,Displacement",4.2,5,Very High,Stable,Very High,4,2.9,4.4,4.5,5,4,3.9,3.7,4,Africa,2022-10-20 00:00:00
41,Drought in Ethiopia,Drought,ETH005,Ethiopia,ETH,Drought,3.7,4,High,Increasing,High,3.3,4,2.9,4,5,3,3.4,3.7,3,Africa,2022-10-20 00:00:00
42,Flood crisis in Gambia ,Floods in Gambia ,GMB002,Gambia,GMB,Floods,1.7,2,Low,-,Very High,2.4,3.3,1.8,1.05,1.1,1,2.2,2.4,2,Africa,2022-08-31 00:00:00
43,Mixed migration flows in Greece,Mixed Migration,GRC002,Greece,GRC,Displacement,1.4,2,Low,Decreasing,Medium,1.6,0.3,2.2,1.25,0.5,2,1.5,1.5,1.5,Europe,2022-10-28 00:00:00
44,Complex crisis in Guatemala,Complex crisis,GTM001,Guatemala,GTM,"Violence,Socio-political,Other seasonal event",3.5,4,High,Stable,Very High,3.5,4.4,2.9,3.65,4.3,3,3.4,3.2,3.5,Americas,2022-10-24 00:00:00
45,Complex crisis in Honduras,Complex crisis,HND001,Honduras,HND,"Violence,Socio-political,Other seasonal event,Cyclone",3.3,4,High,Decreasing,Very High,3.6,4.2,3.3,3.55,4.1,3,2.8,3,2.5,Americas,2022-10-24 00:00:00
46,Complex crisis in Haiti,Complex crisis,HTI001,Haiti,HTI,"Earthquake,Violence,Socio-political,Other seasonal event",4.2,5,Very High,Increasing,High,3.8,4,3.7,4.7,4.4,5,3.6,3.2,4,Americas,2022-10-24 00:00:00
47,Nippes Earthquake ,Earthquake,HTI002,Haiti,HTI,Earthquake,3.1,4,High,Increasing,Very High,3.1,2.4,3.4,3,3,3,3.1,3.2,3,Americas,2022-10-24 00:00:00
48,Displacement from Ukraine conflict in Hungary,Displacement from Ukraine conflict,HUN002,Hungary,HUN,"Conflict,Displacement",2.7,3,Medium,Increasing,Very High,2.9,2.1,3.2,3.35,3.7,3,1.5,1.4,1.5,Europe,2022-10-26 00:00:00
49,Papua Conflict,Papua Conflict,IDN002,Indonesia,IDN,"Socio-political,Violence",2.6,3,Medium,Stable,Medium,2.9,2.1,3.3,1.85,1.7,2,3.3,2.5,4,Asia,2022-10-27 00:00:00
50,Conflict in Jammu and Kashmir,Kashmir conflict ,IND002,India,IND,Socio-political,x,x,x,-,Very Low,2.8,2,3.2,x,x,x,2.3,2.5,2,Asia,2022-10-27 00:00:00
51,Afghan Refugees in Iran,Afghan Refugees,IRN004,Iran,IRN,Displacement,3.6,4,High,Stable,Medium,3.6,2.7,3.9,4.05,4.1,4,2.9,3.3,2.5,Middle east,2022-10-27 00:00:00
52,Multiple crises in Iraq,Country level,IRQ001,Iraq,IRQ,"Violence,Displacement,Socio-political,Conflict",3.9,4,High,Stable,High,4.3,4.7,4,3.55,4.1,3,4.1,3.7,4.5,Middle east,2022-10-31 00:00:00
53,Conflict  in Iraq,Conflict,IRQ002,Iraq,IRQ,"Conflict,Socio-political,Violence",3.9,4,High,Stable,High,4.3,4.7,4,3.5,4,3,4.1,3.7,4.5,Middle east,2022-10-28 00:00:00
54,Syrian and Palestinian refugees in iraq,Syrian Refugees,IRQ003,Iraq,IRQ,Displacement,3,3,Medium,Stable,Medium,2.6,1.5,3.1,2.9,2.8,3,3.6,3.7,3.5,Middle east,2022-10-28 00:00:00
55,Mixed migration flows in Italy,Mixed Migration,ITA002,Italy,ITA,Displacement,1.9,2,Low,Stable,Very High,2.7,1.7,3.1,1.6,2.2,1,1.8,1.5,2,Europe,2022-10-26 00:00:00
56,Syrian refugees in Jordan,Syrian refugees,JOR002,Jordan,JOR,Displacement,2.7,3,Medium,Stable,Medium,2.7,3,2.6,3.1,3.2,3,2,2.5,1.5,Middle east,2022-10-28 00:00:00
57,Multiple crisis in Kenya ,Country level ,KEN001,Kenya,KEN,"Drought,Displacement",3.8,4,High,Increasing,Medium,3.9,3.8,3.9,4.25,4.5,4,3.1,3.6,2.5,Africa,2022-10-03 00:00:00
58,Refugee situation in Kenya,Refugee situation,KEN002,Kenya,KEN,Displacement,2.9,3,Medium,Increasing,Medium,2.9,0.8,3.6,2.95,2.9,3,2.9,3.6,2,Africa,2022-09-05 00:00:00
59,Drought in Kenya,Drought,KEN003,Kenya,KEN,Drought,3.9,4,High,Increasing,Medium,4.5,3.8,4.75,4.2,4.4,4,2.9,3.6,2,Africa,2022-10-07 00:00:00
60,Syrian refugees in Lebanon,Syrian refugees,LBN002,Lebanon,LBN,Displacement,3.6,4,High,Stable,Medium,4.2,3.6,4.5,3.8,3.6,4,2.7,2.8,2.5,Middle east,2022-10-28 00:00:00
61,Socioeconomic crisis in Lebanon,Socioeconomic crisis,LBN004,Lebanon,LBN,"Socio-political,Violence,Tecnological Disaster",3.6,4,High,Increasing,Medium,3.5,3.6,3.5,4.1,4.2,4,2.9,2.8,3,Middle east,2022-10-28 00:00:00
62,Complex crisis in Libya,Complex crisis,LBY001,Libya,LBY,"Conflict,Displacement,Socio-political",3.6,4,High,Increasing,Very High,4.2,4.6,4,3.1,3.2,3,3.7,3.3,4,Africa,2022-10-26 00:00:00
63,Mixed migration flows in Libya,Mixed Migration,LBY002,Libya,LBY,Displacement,3.4,4,High,Increasing,Very High,3.9,4.6,3.4,3.05,3.1,3,3.4,3.3,3.5,Africa,2022-10-26 00:00:00
64,Socio-economic crisis in Sri Lanka,Socio-economic crisis,LKA002,Sri Lanka,LKA,"Socio-political,Food Security",3.4,4,High,Stable,High,3.8,4.4,3.4,4.3,4.6,4,1.6,2.2,1,Asia,2022-10-27 00:00:00
65,Drought in Lesotho,Drought,LSO002,Lesotho,LSO,Drought,2.1,3,Medium,Decreasing,High,2.4,3.4,1.7,2.75,2.5,3,1,1.4,0.5,Africa,2022-10-31 00:00:00
66,Mixed migration flows in Morocco,Mixed Migration,MAR002,Morocco,MAR,Displacement,2.1,3,Medium,Stable,High,3.5,4.9,2.3,0.75,0.5,1,2.6,3.1,2,Africa,2022-10-17 00:00:00
67,DIsplacement from Ukraine conflict in Moldova,Displacement from Ukraine conflict,MDA002,Moldova,MDA,"Displacement,Conflict",2.4,3,Medium,Increasing,Very High,2.4,0.4,3.1,3,3,3,1.4,1.8,1,Europe,2022-10-26 00:00:00
68,Multiple crisis in Madagascar,Country level,MDG001,Madagascar,MDG,"Drought,Cyclone",2.5,3,Medium,Decreasing,Very High,3.8,4.9,3,2.3,2.6,2,1.7,2.3,1,Africa,2022-10-31 00:00:00
69,Drought in Madagascar,Drought,MDG002,Madagascar,MDG,Drought,2.2,3,Medium,Decreasing,Very High,2,1.4,2.3,2.55,2.1,3,1.7,2.3,1,Africa,2022-10-31 00:00:00
70,Tropical Cyclones Season in 2022 in Madagascar,Tropical Cyclones Season in 2022,MDG006,Madagascar,MDG,Cyclone,2.3,3,Medium,Increasing,Very High,3.9,4.9,3.1,1.55,2.1,1,1.7,2.3,1,Africa,2022-09-27 00:00:00
71,Multiple crisis in Mexico,Country Level,MEX001,Mexico,MEX,"Violence,Displacement",2.8,3,Medium,Stable,High,4.1,5,3.5,1.3,1.6,1,3.5,3,4,Americas,2022-10-24 00:00:00
72,Criminal Violence in Mexico,Criminal Violence,MEX002,Mexico,MEX,"Violence,Displacement",x,x,x,Stable,High,4.1,5,3.4,x,x,x,3.5,3,4,Americas,2022-10-24 00:00:00
73,Mixed Migration in Mexico,Mixed Migration,MEX003,Mexico,MEX,Displacement,2.5,3,Medium,Stable,High,3.8,4.8,3,1.3,1.6,1,3,3,3,Americas,2022-10-24 00:00:00
74,Complex crisis in Mali,Complex crisis,MLI001,Mali,MLI,Conflict,4.1,5,Very High,Stable,Very High,4.4,4.9,4,4.35,4.7,4,3.4,3.2,3.5,Africa,2022-10-04 00:00:00
75,Multiple crises in Myanmar,Country level,MMR001,Myanmar,MMR,"Socio-political,Conflict,Violence",4.4,5,Very High,Stable,High,4.4,4.9,4.1,4.5,5,4,4.2,3.9,4.5,Asia,2022-10-27 00:00:00
76,Rakhine Conflict,Rakhine conflict,MMR002,Myanmar,MMR,Conflict,3.8,4,High,Stable,High,3.1,1.3,3.7,3.85,3.7,4,4.2,3.9,4.5,Asia,2022-10-27 00:00:00
77,Kachin and Shan Conflict,Kachin and Shan conflict,MMR003,Myanmar,MMR,Conflict,3.8,4,High,Stable,High,2.8,2.4,3,4.05,4.1,4,4,3.9,4,Asia,2022-10-27 00:00:00
78,Post-coup conflict in Myanmar,Post-coup conflict,MMR004,Myanmar,MMR,"Violence,Socio-political,Conflict",4.5,5,Very High,Stable,High,4.2,4.1,4.2,5,5,5,4,3.9,4,Asia,2022-10-27 00:00:00
79,Multiple Crises in Mozambique,Multiple Crises,MOZ001,Mozambique,MOZ,"Conflict,Displacement,Cyclone",3.6,4,High,Stable,High,3.6,3.9,3.4,3.5,4,3,3.9,3.7,4,Africa,2022-10-31 00:00:00
80,Cabo Delgado Islamist Insurgency,Violent Insurgency in Cabo Delgado,MOZ004,Mozambique,MOZ,"Conflict,Displacement",3.4,4,High,Stable,High,3.6,2.7,4,3.3,3.6,3,3.4,3.7,3,Africa,2022-08-30 00:00:00
81,2022 Tropical Cyclone Seasons in Mozambique,Tropical Cyclones Season,MOZ008,Mozambique,MOZ,Cyclone,3.1,4,High,Stable,High,2.7,3.6,2.1,3.15,3.3,3,3.4,3.7,3,Africa,2022-07-27 00:00:00
82,Refugees from Mali in Mauritania,Malian refugees,MRT002,Mauritania,MRT,Displacement,2.2,3,Medium,Increasing,Very High,2.5,1.8,2.8,2.3,1.6,3,1.9,2.2,1.5,Africa,2022-10-19 00:00:00
83,Food Security in Mauritania,Food security,MRT003,Mauritania,MRT,"Drought,Floods",2.7,3,Medium,Decreasing,High,2.8,4.3,1.6,3.1,3.2,3,1.9,2.2,1.5,Africa,2022-10-19 00:00:00
84,Complex crisis in Malawi,Complex,MWI002,Malawi,MWI,"Drought,Socio-political,Cyclone",3.2,4,High,Increasing,Very High,3.5,4.4,2.9,3.7,4.4,3,2.1,2.1,2,Africa,2022-10-19 00:00:00
85,Tropical Cyclone Ana in Malawi,Tropical Cyclone Ana,MWI004,Malawi,MWI,Cyclone,2.5,3,Medium,Increasing,High,2.9,4.2,1.9,2.55,3.1,2,2.1,2.1,2,Africa,2022-10-19 00:00:00
86,International Refugees in Malaysia,International Refugees,MYS001,Malaysia,MYS,Displacement,2.3,3,Medium,Stable,High,2.9,1.7,3.4,2.05,2.1,2,2.2,1.9,2.5,Asia,2022-10-27 00:00:00
87,Food Security Crisis in Namibia,Food Security Crisis,NAM002,Namibia,NAM,Drought,2.5,3,Medium,Stable,Medium,2.8,4.3,1.7,3.05,3.1,3,1.3,1.5,1,Africa,2022-10-19 00:00:00
88,Multiple crises in Niger,Country level,NER001,Niger,NER,"Conflict,Displacement",3.6,4,High,Stable,Very High,4.1,4.9,3.6,3.6,4.2,3,3.2,2.8,3.5,Africa,2022-10-04 00:00:00
89,Boko Haram in Niger,Boko Haram,NER002,Niger,NER,Conflict,3,3,Medium,Increasing,Very High,3.2,1.2,3.9,3,3,3,2.9,2.8,3,Africa,2022-08-30 00:00:00
90,Mali/Burkina Faso conflict,Cross-border violence ,NER003,Niger,NER,Conflict,3.6,4,High,Increasing,High,3,2.1,3.4,3.9,3.8,4,3.5,2.8,4,Africa,2022-10-04 00:00:00
91,Nigerian Refugees,Nigerian Refugees,NER004,Niger,NER,Displacement,2.7,3,Medium,Stable,Very High,2,1.1,2.4,3,3,3,2.7,2.8,2.5,Africa,2022-10-04 00:00:00
92,Complex crisis in Nigeria,Complex crisis,NGA001,Nigeria,NGA,"Conflict,Displacement,Violence",4.1,5,Very High,Increasing,High,4.5,5,4.1,4,5,3,4,3.4,4.5,Africa,2022-10-25 00:00:00
93,Middle belt conflict,Middle Belt,NGA003,Nigeria,NGA,Violence,3.3,4,High,Increasing,High,3,2.2,3.4,3.35,3.7,3,3.5,3.4,3.5,Africa,2022-10-25 00:00:00
94,Boko Haram crisis in Nigeria,Boko Haram ,NGA004,Nigeria,NGA,"Conflict,Displacement",4.2,5,Very High,Decreasing,Medium,4.2,2.2,4.8,4.45,4.9,4,3.7,3.4,4,Africa,2022-10-25 00:00:00
95,Northwest Banditry,Northwest Banditry,NGA007,Nigeria,NGA,"Violence,Displacement",3.7,4,High,Increasing,High,3.2,2.8,3.4,3.85,4.7,3,3.7,3.4,4,Africa,2022-10-25 00:00:00
96,Cameroonian Refugees in Nigeria,Cameroonian Refugees,NGA008,Nigeria,NGA,Displacement,2.2,3,Medium,Increasing,High,2.3,2,2.5,1.25,1.5,1,3.5,3.4,3.5,Africa,2022-10-25 00:00:00
97,Socioeconomic crisis in Nicaragua,Socioeconomic crisis,NIC001,Nicaragua,NIC,Socio-political,1.9,2,Low,Increasing,High,2.9,4,2.2,0.5,0,1,2.9,2.8,3,Americas,2022-10-24 00:00:00
98,Complex crisis in Pakistan,Complex crisis,PAK001,Pakistan,PAK,"Displacement,Conflict",3.9,4,High,Increasing,High,4.1,5,3.5,4,5,3,3.7,3.3,4,Asia,2022-10-31 00:00:00
99,Kashmir conflict in Pakistan,Kashmir conflict,PAK004,Pakistan,PAK,Conflict,x,x,x,-,Very Low,0.4,1,0,x,x,x,2.9,3.3,2.5,Asia,2022-10-31 00:00:00
100,Floods in Pakistan ,Monsoon floods 2022,PAK005,Pakistan,PAK,Other seasonal event,3.7,4,High,Increasing,Very High,4.5,4.1,4.7,4,5,3,2.5,3.3,1.5,Asia,2022-10-31 00:00:00
101,Venezuela displacement in Panama,Venezuelan refugees,PAN002,Panama,PAN,Displacement,2.2,3,Medium,Stable,Very High,2.9,2.6,3.1,2.3,1.6,3,1.4,1.8,1,Americas,2022-10-24 00:00:00
102,Venezuela displacement in Peru,Venezuelan refugees,PER002,Peru,PER,Displacement,3.1,4,High,Increasing,Very High,3.9,5,3.1,3.35,3.7,3,1.9,2.3,1.5,Americas,2022-08-31 00:00:00
103,Multiple crises in the Philippines,Country level,PHL001,Philippines,PHL,"Conflict,Cyclone,Violence",2.9,3,Medium,Decreasing,High,3.1,4.2,2.4,3,4,2,2.7,2.8,2.5,Asia,2022-10-27 00:00:00
104,Mindanao conflict,Mindanao Conflict,PHL003,Philippines,PHL,"Conflict,Violence",2.2,3,Medium,Stable,Medium,2.8,3,2.7,1.4,1.8,1,2.7,2.8,2.5,Asia,2022-10-27 00:00:00
105,Typhoon RAI,Typhoon RAI (Odette),PHL010,Philippines,PHL,Cyclone,3.1,4,High,Stable,Medium,2.5,3,2.3,3.5,4,3,2.7,2.8,2.5,Asia,2022-10-27 00:00:00
106,Earthquake in Abra,Earthquake in Abra,PHL011,Philippines,PHL,Earthquake,1.9,2,Low,-,Very High,1.6,1.5,1.7,1.6,1.2,2,2.7,2.8,2.5,Asia,2022-10-27 00:00:00
107,Highlands Violence,Highlands Violence,PNG003,Papua New Guinea,PNG,Earthquake,2.7,3,Medium,-,Very High,2.5,1.8,2.8,2.7,2.4,3,2.8,2.5,3,Pacific,2022-10-27 00:00:00
108,Displacement from Ukraine conflict in Poland,Displacement from Ukraine conflict,POL002,Poland,POL,"Displacement,Conflict",3,3,Medium,Increasing,Very High,3.6,2.4,4,3.85,4.7,3,1.1,0.7,1.5,Europe,2022-10-26 00:00:00
109,Complex crisis in DPRK,Complex crisis,PRK001,DPRK,PRK,"Socio-political,Floods,Other seasonal event,Food Security",3.7,4,High,Stable,Medium,4,4.6,3.6,4.5,5,4,2.3,2.6,2,Asia,2022-10-27 00:00:00
110,Conflict in Palestine,Conflict,PSE002,Palestine,PSE,"Conflict,Socio-political,Violence",3.5,4,High,Decreasing,High,3.8,3.4,4,3.45,3.9,3,3.3,2.3,4,Middle east,2022-10-28 00:00:00
111,Regional Boko Haram Crisis,Regional Boko Haram,REG001,"Nigeria,Niger,Chad,Cameroon","NGA,NER,TCD,CMR",0,4.4,5,Very High,Increasing,High,4.1,2.4,4.6,4.5,5,4,4.4,3.6,5,"Africa,Africa,Africa,Africa",2022-08-30 00:00:00
112,Venezuela Regional Crisis,Venezuela Regional Crisis,REG002,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama","VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN",0,3.9,4,High,Increasing,High,3.6,3.4,3.7,4,5,3,3.8,2.7,4.5,"Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",2022-08-29 00:00:00
113,Regional Kashmir conflict,Regional Kashmir conflict,REG003,"India,Pakistan","IND,PAK",0,x,x,x,-,Very Low,3.3,2.1,3.7,x,x,x,2.8,3,2.5,"Asia,Asia",2022-10-31 00:00:00
114,Syrian Regional Crisis,Syrian Regional Crisis,REG004,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon","SYR,TUR,IRQ,EGY,JOR,LBN",0,4,4,High,Decreasing,High,3.8,3.5,4,4,5,3,4.1,3.6,4.5,"Middle east,Middle east,Middle east,Africa,Middle east,Middle east",2022-09-29 00:00:00
115,Eastern Mediterranean Route ,Eastern Mediterranean Route ,REG006,"Türkiye,Greece","TUR,GRC",0,3.2,4,High,Stable,Medium,3.2,3,3.3,3.5,4,3,2.6,2.7,2.5,"Middle east,Europe",2022-09-23 00:00:00
116,Central Mediterranean Route,Central Mediterranean Route,REG007,"Algeria,Tunisia,Libya,Italy","DZA,TUN,LBY,ITA",0,3,3,Medium,-,Very High,3.8,4.4,3.5,2.25,3.5,1,3.4,2.6,4,"Africa,Africa,Africa,Europe",2022-10-26 00:00:00
117,Western Mediterranean Route,Western Mediterranean Route,REG008,"Algeria,Morocco,Spain","DZA,MAR,ESP",0,2.6,3,Medium,-,Very High,3.6,4.5,3,1.85,2.7,1,2.9,2.7,3,"Africa,Africa,Europe",2022-10-17 00:00:00
118,Rohingya Regional Crisis,Rohingya Regional Crisis,REG011,"Bangladesh,Myanmar","BGD,MMR",0,3.9,4,High,Stable,High,3,1.4,3.6,4.05,4.1,4,4.1,3.5,4.5,"Asia,Asia",2022-10-27 00:00:00
