,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
74,Food security crisis in Lesotho,Drought,LSO004,Lesotho,LSO,2.5,0.9998353096179183,5,3.75,0.6,0.6417910447761194,3.2,1.9000000000000001,3,2.5,0.6285714285714286,3.1,2.8,x,x,x,x,0.4,2.114164904862579e-06,0.1,0.3,0.3,1.7
75,Displacement from Russia-Ukraine conflict in Lithuania,"Conflict,Displacement",LTU002,Lithuania,LTU,3,1,5,4,1.5,1,5,3.25,3.7,0.3,0.015983321751216122,0,0.15,2.4,1,5,3.7,0,0,0,0,2.3,1.3
76,Displacement from Russia-Ukraine conflict in Latvia,"Conflict,Displacement",LVA002,Latvia,LVA,3,1,5,4,0.9,1,5,2.95,3.5,0.3,0.024402907580477674,0.1,0.2,2.4,1,5,3.7,0,0,0,0,2.3,1.4
77,Mixed migration flows in Morocco,Displacement,MAR002,Morocco,MAR,4.4,1,5,4.7,5,1,5,5,4.9,0,0.00047137694442989575,0,0,1.8,1,5,3.4,2.8,0.005333333333333333,5,3.9,3.7,2.3
78,DIsplacement from Russia-Ukraine conflict in Moldova,"Displacement,Conflict",MDA002,Moldova,MDA,2.5,1,5,3.75,1.4,1,5,3.2,3.5,1,0.04656402553511078,0.2,0.6,3,1,5,4,0,0,0,0,2.5,1.6
79,Multiple crisis in Madagascar,"Drought,Cyclone",MDG001,Madagascar,MDG,4,0.409762805087659,2,3,3.9,0.46394731119326477,2.3,3.0999999999999996,3.1,3.9,0.4616981384759609,2.3,3.0999999999999996,2.1,0.004496011602610588,0.1,1.1,1.8,2.7556200145032632e-06,0.1,1,1.1,2.2
80,Drought in Madagascar,Drought,MDG002,Madagascar,MDG,3.6,0.2573942935716741,1.2,2.4,3.4,0.31905309267140947,1.6,2.5,2.5,3.8,0.6192794547224927,3.1,3.45,1.3,0.0012578616352201257,0,0.7,x,x,x,x,0.7,2.3
81,Cyclone Gamane in Madagascar,"Cyclone,Floods",MDG009,Madagascar,MDG,3.2,0.15236851151598488,0.7,1.9500000000000002,2.2,0.1449252850352605,0.7,1.4500000000000002,1.7,2,0.11468381564844587,0.5,1.25,1.9,0.04299065420560748,1.4,1.7,1.8,3.551401869158878e-05,1.8,1.8,1.8,1.5
82,Multiple crisis in Mexico,"Violence,Displacement",MEX001,Mexico,MEX,5,1,5,5,5,1,5,5,5,2.1,0.004779846795789998,0,1.05,3.9,0.8648208469055375,5,4.5,5,0.006293159609120521,5,5,4.8,3.5
83,Criminal Violence in Mexico,"Violence,Displacement",MEX002,Mexico,MEX,5,1,5,5,5,0.5490673849411472,2.7,3.85,4.5,1.8,0.005472770838354766,0,0.9,3.7,1.0155440414507773,5,4.4,5,0.00977720207253886,5,5,4.7,3.4
84,Mixed Migration in Mexico,Displacement,MEX003,Mexico,MEX,5,0.5966979603384861,2.9,3.95,5,0.45093261505885285,2.2,3.6,3.8,1.4,0.003936124298662063,0,0.7,3.1,0.6096491228070176,5,4.1,2.8,0.00039473684210526315,5,3.9,4,2.7
85,Complex crisis in Mali,Conflict,MLI001,Mali,MLI,5,1.0163908899433696,5,5,4.5,0.9911923519518456,5,4.75,4.9,3.9,0.31703505246706853,1.6,2.75,4.6,0.2380281690140845,5,4.8,4.8,0.00030267605633802814,5,4.9,4.9,4.1
86,Multiple crises in Myanmar,"Socio-political,Conflict,Violence",MMR001,Myanmar,MMR,4.7,1.0366295371320882,5,4.85,5,1,5,5,4.9,5,1,5,5,5,0.09474624731951393,3.2,4.1,5,0.00016865618298784847,5,5,4.6,4.8
87,Rakhine Conflict,Conflict,MMR002,Myanmar,MMR,2.6,0.056350069713637825,0.2,1.4000000000000001,1.8,0.06204431736954968,0.3,1.05,1.2,3.4,1,5,4.2,4.5,0.37932027649769584,5,4.8,5,0.0008617511520737327,5,5,4.9,4.6
88,Kachin and Shan Conflict,Conflict,MMR003,Myanmar,MMR,3.6,0.22921384466882191,1.1,2.35,2.3,0.08708005718370264,0.4,1.3499999999999999,1.9,3.6,1,5,4.3,3.4,0.04801970038990355,1.6,2.5,4.4,0.00025343730761337983,5,4.7,3.8,4.1
89,Post-coup conflict in Myanmar,"Violence,Socio-political,Conflict",MMR004,Myanmar,MMR,4.7,1.0366295371320882,5,4.85,5,1,5,5,4.9,5,1,5,5,5,0.059345961401000714,2,3.5,5,8.668691922802001e-05,4.3,4.7,4.2,4.6
90,2024 Monsoon Floods,Floods,MMR006,Myanmar,MMR,4.7,0.9814423828274625,4.9,4.800000000000001,2.8,0.12687634024303074,0.6,1.7,3.7,2.7,0.18028169014084508,0.9,1.8,3.8,0.3359375,5,4.4,3.7,0.00028125,5,4.4,4.4,3.4
91,Multiple Crises in Mozambique,"Conflict,Displacement,Cyclone",MOZ001,Mozambique,MOZ,4.8,1,5,4.9,5,1,5,5,5,5,1,5,5,4.1,0.020502247802307933,0.7,2.4,3.5,8.676230564384503e-06,0.4,2,2.2,4
92,Cabo Delgado Islamist Insurgency,"Conflict,Displacement",MOZ004,Mozambique,MOZ,4.1,0.3568440194308095,1.7,2.9,3.5,0.33170117114795405,1.6,2.55,2.7,4.3,1,5,4.65,3.9,0.049723756906077346,1.7,2.8,3.1,1.355317679558011e-05,0.7,1.9,2.4,3.8
93,2024 Rainy and Cyclone season,"Floods,Displacement,Cyclone",MOZ011,Mozambique,MOZ,4.8,1,5,4.9,5,1,5,5,5,5,1,5,5,3.1,0.003980184978381009,0.1,1.6,3.1,4.180625948515305e-06,0.2,1.7,1.7,3.9
94,Drought in Mozambique,Drought,MOZ012,Mozambique,MOZ,4.5,0.6078354739438948,3,3.75,4.2,0.514102453970163,2.5,3.35,3.6,4.6,1,5,4.8,0,0,0,0,x,x,x,x,0,3.2
95,Refugees from Mali in Mauritania,Displacement,MRT002,Mauritania,MRT,3.9,0.19986416998156592,0.9,2.4,1.2,0.43076332949750673,2.1,1.65,2,1.1,0.06277827248441674,0.3,0.7000000000000001,3.1,1,5,4.1,1,3.546099290780142e-05,1.8,1.4,3,2
96,Food Security in Mauritania,"Drought,Floods",MRT003,Mauritania,MRT,5,1,5,5,2.2,0.8787878787878788,4.4,3.3000000000000003,4.3,2.7,0.3029244871235268,1.5,2.1,x,x,x,x,1,3.602305475504323e-06,0.2,0.6,0.6,1.4
97,Complex crisis in Malawi,"Drought,Socio-political,Cyclone",MWI002,Malawi,MWI,3.3,0.9978786593126856,5,4.15,4.5,1,5,4.75,4.5,4.1,0.412522344960352,2,3.05,2.9,0.012777777777777779,0.4,1.7,4.6,0.00019711111111111112,5,4.8,3.7,3.4
98,International Refugees in Malaysia,Displacement,MYS001,Malaysia,MYS,1.6,0.028020088266626084,0,0.8,3.5,0.3297513138964738,1.6,2.55,1.8,4.3,1,5,4.65,3.3,0.017095539132757544,0.6,2,0,0,0,0,1.1,3.4
99,Food Security Crisis in Namibia,Drought,NAM002,Namibia,NAM,4.9,1,5,4.95,1.6,1,5,3.3,4.3,3,0.6770350761085374,3.4,3.2,0,0,0,0,0,0,0,0,0,1.9
