,Country,Crisis,Crisis ID,ISO3 code,Region,Drivers,Website name,Country level,Individual or aggregated,Indicator,Reliability,Type of entry
62,Kenya,Refugee situation in Kenya,KEN002,KEN,Africa,Displacement,Refugee situation,No,Individual,,,
63,Kenya,Drought in Kenya,KEN003,KEN,Africa,Drought,Drought,No,Individual,,,
64,Laos,Typhoon Yagi in Laos,LAO004,LAO,Asia,"Cyclone,Floods",Typhoon Yagi,Yes,Individual,,,
65,Lebanon,Syrian refugees in Lebanon,LBN002,LBN,Middle east,Displacement,Syrian refugees,No,Individual,,,
66,Lebanon,Complex crisis in Lebanon,LBN006,LBN,Middle east,"Socio-political,Violence,Tecnological Disaster,Displacement",Complex crisis,Yes,Individual,,,
67,Libya,Complex crisis in Libya,LBY001,LBY,Africa,"Conflict,Displacement,Socio-political",Complex crisis,Yes,Individual,,,
68,Libya,Mixed migration flows in Libya,LBY002,LBY,Africa,Displacement,Mixed Migration,No,Individual,,,
69,Libya,Refugees from Sudan in Libya,LBY004,LBY,Africa,Conflict,Refugees from Sudan,No,Individual,,,
70,Sri Lanka,2024 Inter-monsoon Floods in Sri Lanka,LKA005,LKA,Asia,Floods,2024 Inter-monsoon Floods,Yes,Individual,,,
71,Lesotho,Food security crisis in Lesotho,LSO004,LSO,Africa,Drought,Food security crisis,Yes,Individual,,,
72,Lithuania,Displacement from Russia-Ukraine conflict in Lithuania,LTU002,LTU,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
73,Latvia,Displacement from Russia-Ukraine conflict in Latvia,LVA002,LVA,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
74,Morocco,Mixed migration flows in Morocco,MAR002,MAR,Africa,Displacement,Mixed Migration,Yes,Individual,,,
75,Moldova,DIsplacement from Russia-Ukraine conflict in Moldova,MDA002,MDA,Europe,"Displacement,Conflict",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
76,Madagascar,Multiple crisis in Madagascar,MDG001,MDG,Africa,"Drought,Cyclone",Country level,Yes,Aggregated,,,
77,Madagascar,Drought in Madagascar,MDG002,MDG,Africa,Drought,Drought,No,Individual,,,
78,Madagascar,Cyclone Gamane in Madagascar,MDG009,MDG,Africa,"Cyclone,Floods",Cyclone Gamane,No,Individual,,,
79,Mexico,Multiple crisis in Mexico,MEX001,MEX,Americas,"Violence,Displacement",Country Level,Yes,Aggregated,,,
80,Mexico,Criminal Violence in Mexico,MEX002,MEX,Americas,"Violence,Displacement",Criminal Violence,No,Individual,,,
81,Mexico,Mixed Migration in Mexico,MEX003,MEX,Americas,Displacement,Mixed Migration,No,Individual,,,
82,Mali,Complex crisis in Mali,MLI001,MLI,Africa,Conflict,Complex crisis,Yes,Individual,,,
83,Myanmar,Multiple crises in Myanmar,MMR001,MMR,Asia,"Socio-political,Conflict,Violence",Country level,Yes,Aggregated,,,
84,Myanmar,Rakhine Conflict,MMR002,MMR,Asia,Conflict,Rakhine conflict,No,Individual,,,
85,Myanmar,Kachin and Shan Conflict,MMR003,MMR,Asia,Conflict,Kachin and Shan conflict,No,Individual,,,
86,Myanmar,Post-coup conflict in Myanmar,MMR004,MMR,Asia,"Violence,Socio-political,Conflict",Post-coup conflict,No,Individual,,,
87,Myanmar,2024 Monsoon Floods,MMR006,MMR,Asia,Floods,2024 Monsoon Floods,No,Individual,,,
88,Mozambique,Multiple Crises in Mozambique,MOZ001,MOZ,Africa,"Conflict,Displacement,Cyclone",Multiple Crises,Yes,Aggregated,,,
89,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,MOZ,Africa,"Conflict,Displacement",Violent Insurgency in Cabo Delgado,No,Individual,,,
90,Mozambique,2024 Rainy and Cyclone season,MOZ011,MOZ,Africa,"Floods,Displacement,Cyclone",2024 Rainy and Cyclone season,No,Individual,,,
91,Mozambique,Drought in Mozambique,MOZ012,MOZ,Africa,Drought,Drought,No,Individual,,,
92,Mauritania,Refugees from Mali in Mauritania,MRT002,MRT,Africa,Displacement,Malian refugees,No,Individual,,,
93,Mauritania,Food Security in Mauritania,MRT003,MRT,Africa,"Drought,Floods",Food security,Yes,Individual,,,
94,Malawi,Complex crisis in Malawi,MWI002,MWI,Africa,"Drought,Socio-political,Cyclone",Complex,Yes,Individual,,,
95,Malaysia,International Refugees in Malaysia,MYS001,MYS,Asia,Displacement,International Refugees,Yes,Individual,,,
96,Namibia,Food Security Crisis in Namibia,NAM002,NAM,Africa,Drought,Food Security Crisis,Yes,Individual,,,
97,Niger,Lake Chad basin crisis in Niger,NER002,NER,Africa,Conflict,Lake Chad basin crisis,No,Individual,,,
98,Niger,Mali/Burkina Faso conflict,NER003,NER,Africa,Conflict,Cross-border violence ,No,Individual,,,
99,Niger,Nigerian Refugees,NER004,NER,Africa,Displacement,Nigerian Refugees,No,Individual,,,
100,Niger,Complex crisis in Niger,NER006,NER,Africa,"Conflict,Displacement,Drought,Floods,Food Security,Violence",Complex crisis,Yes,Individual,,,
101,Nigeria,Complex crisis in Nigeria,NGA001,NGA,Africa,"Conflict,Displacement,Violence,Epidemic,Floods",Complex crisis,Yes,Individual,,,
102,Nigeria,Middle belt conflict,NGA003,NGA,Africa,"Violence,Conflict",Middle Belt,No,Individual,,,
103,Nigeria,Lake Chad basin crisis in Nigeria,NGA004,NGA,Africa,"Conflict,Displacement",Lake Chad basin crisis,No,Individual,,,
104,Nigeria,Northwest Banditry,NGA007,NGA,Africa,"Violence,Displacement",Northwest Banditry,No,Individual,,,
105,Nigeria,Cameroonian Refugees in Nigeria,NGA008,NGA,Africa,Displacement,Cameroonian Refugees,No,Individual,,,
106,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,NIC,Americas,Socio-political,Socioeconomic crisis,Yes,Individual,,,
107,Nepal,2024 Monsoon Floods in Nepal,NPL004,NPL,Asia,Floods,2024 Monsoon Floods,Yes,Individual,,,
108,Pakistan,Complex crisis in Pakistan,PAK001,PAK,Asia,"Displacement,Conflict",Complex crisis,Yes,Individual,,,
109,Pakistan,Kashmir conflict in Pakistan,PAK004,PAK,Asia,Conflict,Kashmir conflict,No,Individual,,,
110,Pakistan,Floods in Pakistan ,PAK005,PAK,Asia,Other seasonal event,Monsoon floods 2022,No,Individual,,,
111,Panama,Venezuela displacement in Panama,PAN002,PAN,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
112,Peru,Venezuela displacement in Peru,PER002,PER,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
113,Philippines,Multiple crises in the Philippines,PHL001,PHL,Asia,"Conflict,Cyclone,Violence,Floods,Other seasonal event",Country level,No,Aggregated,,,
114,Philippines,Mindanao conflict,PHL003,PHL,Asia,"Conflict,Violence",Mindanao Conflict,Yes,Individual,,,
115,Philippines,2024 Southwest Monsoon,PHL015,PHL,Asia,"Cyclone,Floods",2024 Southwest Monsoon,No,Individual,,,
116,Philippines,Typhoon Trami in Philippines,PHL016,PHL,Asia,Cyclone,Typhoon Trami,No,Individual,,,
117,Papua New Guinea,Multiple crises in Papua New Guinea,PNG001,PNG,Pacific,,Country level,No,Aggregated,,,
118,Papua New Guinea,Highlands Violence,PNG003,PNG,Pacific,Violence,Highlands Violence,Yes,Individual,,,
119,Papua New Guinea,2024 Monsoon Flooding in Western Province,PNG005,PNG,Pacific,Floods,2024 Monsoon Flooding in Western Province,No,Individual,,,
120,Poland,Displacement from Russia-Ukraine conflict in Poland,POL002,POL,Europe,"Displacement,Conflict",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
121,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,"Socio-political,Floods,Other seasonal event,Food Security",Complex crisis,Yes,Individual,,,
122,Palestine,Conflict in Palestine,PSE002,PSE,Middle east,"Conflict,Socio-political,Violence",Conflict,Yes,Aggregated,,,
123,Palestine,Conflict in West Bank,PSE003,PSE,Middle east,"Conflict,Displacement,Socio-political,Violence",Conflict in West Bank,No,Individual,,,
124,Palestine,Conflict in Gaza,PSE004,PSE,Middle east,"Conflict,Displacement,Socio-political,Violence",Conflict in Gaza,No,Individual,,,
125,"Nigeria,Niger,Chad,Cameroon",Lake Chad basin regional crisis,REG001,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",,Lake Chad basin regional crisis,No,Individual,,,
126,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,"VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN","Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",,Venezuela Regional Crisis,No,Individual,,,
127,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",,Syrian Regional Crisis,No,Individual,,,
128,"Türkiye,Greece",Eastern Mediterranean Route ,REG006,"TUR,GRC","Middle east,Europe",,Eastern Mediterranean Route ,No,Individual,,,
129,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",,Central Mediterranean Route,No,Individual,,,
130,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,"DZA,MAR,ESP","Africa,Africa,Europe",,Western Mediterranean Route,No,Individual,,,
131,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,"BGD,MMR","Asia,Asia",,Rohingya Regional Crisis,No,Individual,,,
132,"Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,"MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA","Africa,Africa,Africa,Africa,Africa,Africa,Africa",,Southern Africa Regional Food Security Crisis,No,Individual,,,
133,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,"ARM,AZE","Middle east,Middle east",,Regional Nagorno-Karabakh Conflict,No,Individual,,,
134,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,"ETH,SOM,KEN","Africa,Africa,Africa",Drought,Eastern Africa Regional Drought Crisis,No,Individual,,,
135,"Türkiye,Syria",Turkiye / Syria earthquake,REG015,"TUR,SYR","Middle east,Middle east",Earthquake,Turkiye / Syria earthquake (regional crisis),No,Individual,,,
136,Romania,Displacement from Russia-Ukraine conflict in Romania,ROU002,ROU,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
137,Russia,Displacement from Russia-Ukraine conflict in Russia,RUS002,RUS,Europe,"Conflict,Displacement",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
138,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,RWA,Africa,Displacement,Refugees,Yes,Individual,,,
139,Sudan,Complex crisis in Sudan,SDN001,SDN,Africa,"Displacement,Violence,Floods",Complex crisis,Yes,Individual,,,
140,Sudan,Refugees in Sudan,SDN005,SDN,Africa,Displacement,Refugees,No,Individual,,,
141,Senegal,Drought in Senegal,SEN002,SEN,Africa,Drought,Drought,Yes,Individual,,,
142,El Salvador,Complex crisis in El Salvador,SLV001,SLV,Americas,"Displacement,Violence,Floods,Drought",Complex crisis,Yes,Individual,,,
143,Somalia,Complex crisis in Somalia,SOM001,SOM,Africa,"Conflict,Displacement,Floods,Drought",Complex crisis,Yes,Individual,,,
144,Somalia,Mixed Migration Flows in Somalia,SOM002,SOM,Africa,Displacement,Mixed Migration,No,Individual,,,
145,South Sudan,Complex crisis in South Sudan,SSD001,SSD,Africa,"Conflict,Floods,Displacement",Complex crisis,Yes,Individual,,,
146,Slovakia,Displacement from Russia-Ukraine conflict in Slovakia,SVK002,SVK,Europe,"Displacement,Conflict",Displacement from Russia-Ukraine conflict,Yes,Individual,,,
147,Eswatini,Food Security Crisis in Eswatini,SWZ001,SWZ,Africa,Drought,Food Security Crisis,Yes,Individual,,,
148,Syria,Syrian conflict,SYR001,SYR,Middle east,"Conflict,Displacement,Violence",Conflict,Yes,Individual,,,
149,Syria,Türkiye / Syria earthquake in Syria,SYR002,SYR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
150,Chad,Complex crisis in Chad,TCD001,TCD,Africa,"Conflict,Displacement",Complex crisis,Yes,Individual,,,
151,Chad,Lake Chad basin crisis,TCD003,TCD,Africa,Conflict,Lake Chad basin crisis,No,Individual,,,
152,Chad,CAR refugees in Chad,TCD004,TCD,Africa,Displacement,CAR refugees,No,Individual,,,
153,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,Displacement,Darfur refugees,No,Individual,,,
154,Togo,Conflict in northern region,TGO002,TGO,Africa,"Conflict,Displacement,Violence",Conflict in northern region in Togo,Yes,Individual,,,
155,Thailand,Multiple situations in Thailand,THA001,THA,Asia,"Conflict,Displacement",Country level,No,Aggregated,,,
156,Thailand,Myanmar refugees in Thailand,THA003,THA,Asia,Conflict,Refugees,Yes,Individual,,,
157,Thailand,2024 Monsoon Floods in Thailand,THA004,THA,Asia,Floods,2024 Monsoon Floods,No,Individual,,,
158,Timor Leste,Food Security Crisis in Timor-Leste,TLS003,TLS,Asia,Food Security,Food Security Crisis,Yes,Individual,,,
159,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,TTO,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
160,Tunisia,Mixed migration flows in Tunisia,TUN002,TUN,Africa,Displacement,Mixed Migration,Yes,Individual,,,
161,Türkiye,Complex situation in Türkiye,TUR001,TUR,Middle east,"Displacement,Conflict",Country level,Yes,Aggregated,,,
162,Türkiye,Syrian Refugees in Türkiye,TUR002,TUR,Middle east,Displacement,Syrian refugees,No,Individual,,,
163,Türkiye,Mixed Migration Flows in Türkiye,TUR003,TUR,Middle east,Displacement,Mixed Migration,No,Individual,,,
164,Türkiye,Kurdish Conflict,TUR004,TUR,Middle east,Conflict,Kurdish conflict,No,Individual,,,
165,Türkiye,Türkiye / Syria earthquake in Türkiye,TUR005,TUR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
166,Tanzania,Multiple Crises in Tanzania,TZA001,TZA,Africa,"Displacement,Drought",Country level,Yes,Aggregated,,,
167,Tanzania,International Displacement in Tanzania,TZA002,TZA,Africa,Displacement,Refugees,No,Individual,,,
168,Tanzania,Food Security Crisis in North-East Tanzania,TZA003,TZA,Africa,Drought,Food security in North-East,No,Individual,,,
169,Uganda,International Displacement in Uganda,UGA005,UGA,Africa,Displacement,Refugees,Yes,Individual,,,
170,Ukraine,Russia-Ukraine conflict,UKR002,UKR,Europe,"Conflict,Displacement",Russia-Ukraine conflict,Yes,Individual,,,
171,Venezuela,Complex crisis in Venezuela,VEN001,VEN,Americas,"Socio-political,Violence,Floods",Complex crisis,Yes,Individual,,,
172,Vietnam,Typhoon Yagi in Vietnam,VNM003,VNM,Asia,Cyclone,Typhoon Yagi,No,Individual,,,
173,Yemen,Conflict in Yemen,YEM001,YEM,Middle east,Conflict,Complex crisis,Yes,Individual,,,
174,Yemen,Mixed migration flows in Yemen,YEM002,YEM,Middle east,Displacement,Mixed Migration,No,Individual,,,
175,Zambia,Drought in Zambia,ZMB002,ZMB,Africa,"Drought,Food Security",Drought,Yes,Individual,,,
176,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,ZWE,Africa,"Socio-political,Drought,Food Security",Complex crisis,Yes,Individual,,,
