,Country,Crisis,Crisis ID,ISO3 code,Region,Type of crisis,Website name,Country level,Individual or aggregated,Indicator,Reliability,Type of entry
25,Ecuador,Venezuela displacement in Ecuador,ECU002,ECU,Americas,International displacement,Venezuelan refugees ,Yes,Individual,"Violence against personnel, facilities and assets",,
26,Egypt,Syrian Refugee Crisis in Egypt,EGY002,EGY,Africa,International displacement,Refugee crisis,Yes,Individual,Denial of existence of humanitarian needs or entitlements to assistance,,
27,Eritrea,Complex crisis in Eritrea,ERI001,ERI,Africa,Complex crisis,Complex crisis,Yes,Individual,Restriction and obstruction of access to services and assistance,,
28,Spain,Mixed migration flows in spain,ESP002,ESP,Europe,International displacement,Mixed Migration,Yes,Individual,Ongoing insecurity/hostilities affecting humanitarian assistance,,
29,Ethiopia,Complex crisis in Ethiopia,ETH001,ETH,Africa,Complex crisis,Complex crisis,Yes,Individual,Presence of mines and improvised explosive devices,,
30,Ethiopia,Flood Crisis in Ethiopia,ETH002,ETH,Africa,Flood,Floods,No,Individual,"Physical constraints in the environment (obstacles related to terrain, climate, lack of infrastructure, etc.)",,
31,Ethiopia,International Displacement,ETH003,ETH,Africa,International displacement,International Displacement,No,Individual,,,
32,Ethiopia,Northern Ethiopia Conflict,ETH004,ETH,Africa,Conflict,Northern Ethiopia Conflict,No,Individual,,,
33,Greece,Mixed migration flows in Greece,GRC002,GRC,Europe,International displacement,Mixed Migration,Yes,Individual,,,
34,Guatemala,Complex crisis in Guatemala,GTM001,GTM,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
35,Honduras,Complex crisis in Honduras,HND001,HND,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
36,Haiti,Complex crisis in Haiti,HTI001,HTI,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
37,Haiti,Nippes Earthquake ,HTI002,HTI,Americas,Earthquake,Earthquake,No,Individual,,,
38,Indonesia,Papua Conflict,IDN002,IDN,Asia,Conflict,Papua Conflict,Yes,Individual,,,
39,India,Conflict in Jammu and Kashmir,IND002,IND,Asia,Conflict,Kashmir conflict ,Yes,Individual,,,
40,Iran,Afghan Refugees in Iran,IRN004,IRN,Middle east,International displacement,Afghan Refugees,Yes,Individual,,,
41,Iraq,Multiple crises in Iraq,IRQ001,IRQ,Middle east,Multiple crises country,Country level,Yes,Aggregated,,,
42,Iraq,Conflict  in Iraq,IRQ002,IRQ,Middle east,Conflict,Conflict,No,Individual,,,
43,Iraq,Syrian and Palestinian refugees in iraq,IRQ003,IRQ,Middle east,International displacement,Syrian Refugees,No,Individual,,,
44,Italy,Mixed migration flows in Italy,ITA002,ITA,Europe,International displacement,Mixed Migration,Yes,Individual,,,
45,Jordan,Syrian refugees in Jordan,JOR002,JOR,Middle east,International displacement,Syrian refugees,Yes,Individual,,,
46,Kenya,Multiple crisis in Kenya ,KEN001,KEN,Africa,Multiple crises country,Country level ,Yes,Aggregated,,,
47,Kenya,Refugee situation in Kenya,KEN002,KEN,Africa,International displacement,Refugee situation,No,Individual,,,
48,Kenya,Drought in Kenya,KEN003,KEN,Africa,Drought,Drought,No,Individual,,,
49,Lebanon,Syrian refugees in Lebanon,LBN002,LBN,Middle east,International displacement,Syrian refugees,No,Individual,,,
50,Lebanon,Socioeconomic crisis in Lebanon,LBN004,LBN,Middle east,Political and economic crisis,Socioeconomic crisis,Yes,Individual,,,
51,Libya,Complex crisis in Libya,LBY001,LBY,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,,,
52,Libya,Mixed migration flows in Libya,LBY002,LBY,Africa,International displacement,Mixed Migration,No,Individual,,,
53,Lesotho,Drought in Lesotho,LSO002,LSO,Africa,Drought,Drought,Yes,Individual,,,
54,Morocco,Mixed migration flows in Morocco,MAR002,MAR,Africa,International displacement,Mixed Migration,Yes,Individual,,,
55,Madagascar,Drought in Madagascar,MDG002,MDG,Africa,Drought,Drought,Yes,Individual,,,
56,Mexico,Multiple crisis in Mexico,MEX001,MEX,Americas,Multiple crises country,Country Level,Yes,Aggregated,,,
57,Mexico,Criminal Violence in Mexico,MEX002,MEX,Americas,Other type of violence,Criminal Violence,No,Individual,,,
58,Mexico,Mixed Migration in Mexico,MEX003,MEX,Americas,International displacement,Mixed Migration,No,Individual,,,
59,Mali,Complex crisis in Mali,MLI001,MLI,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
60,Myanmar,Multiple crises in Myanmar,MMR001,MMR,Asia,Multiple crises country,Country level,Yes,Aggregated,,,
61,Myanmar,Rakhine Conflict,MMR002,MMR,Asia,Conflict,Rakhine conflict,No,Individual,,,
62,Myanmar,Kachin and Shan Conflict,MMR003,MMR,Asia,Conflict,Kachin and Shan conflict,No,Individual,,,
63,Myanmar,Post-coup Violence in Myanmar,MMR004,MMR,Asia,Conflict,Post-coup Violence,No,Individual,,,
64,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,MOZ,Africa,Other type of violence,Violent Insurgency in Cabo Delgado,Yes,Individual,,,
65,Mauritania,Refugees from Mali in Mauritania,MRT002,MRT,Africa,International displacement,Malian refugees,No,Individual,,,
66,Mauritania,Food Security in Mauritania,MRT003,MRT,Africa,Drought,Food security,Yes,Individual,,,
67,Malawi,Complex crisis in Malawi,MWI002,MWI,Africa,Complex crisis,Complex,Yes,Individual,,,
68,Malaysia,International Refugees in Malaysia,MYS001,MYS,Asia,International displacement,International Refugees,Yes,Individual,,,
69,Namibia,Food Security Crisis in Namibia,NAM002,NAM,Africa,Food Security,Food Security Crisis,Yes,Individual,,,
70,Niger,Multiple crises in Niger,NER001,NER,Africa,Multiple crises country,Country level,Yes,Aggregated,,,
71,Niger,Boko Haram in Niger,NER002,NER,Africa,Conflict,Boko Haram,No,Individual,,,
72,Niger,Mali/Burkina Faso conflict,NER003,NER,Africa,Conflict,Cross-border violence ,No,Individual,,,
73,Niger,Nigerian Refugees,NER004,NER,Africa,International displacement,Nigerian Refugees,No,Individual,,,
74,Nigeria,Complex crisis in Nigeria,NGA001,NGA,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
75,Nigeria,Middle belt conflict,NGA003,NGA,Africa,Conflict,Middle Belt,No,Individual,,,
76,Nigeria,Boko Haram crisis in Nigeria,NGA004,NGA,Africa,Conflict,Boko Haram ,No,Individual,,,
77,Nigeria,Northwest Banditry,NGA007,NGA,Africa,Other type of violence,Northwest Banditry,No,Individual,,,
78,Nigeria,Cameroonian Refugees in Nigeria,NGA008,NGA,Africa,International displacement,Cameroonian Refugees,No,Individual,,,
79,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,NIC,Americas,Political and economic crisis,Socioeconomic crisis,Yes,Individual,,,
80,Pakistan,Complex crisis in Pakistan,PAK001,PAK,Asia,Complex crisis,Complex crisis,Yes,Individual,,,
81,Pakistan,Kashmir conflict in Pakistan,PAK004,PAK,Asia,Conflict,Kashmir conflict,No,Individual,,,
82,Peru,Venezuela displacement in Peru,PER002,PER,Americas,International displacement,Venezuelan refugees,Yes,Individual,,,
83,Philippines,Multiple crises in the Philippines,PHL001,PHL,Asia,Multiple crises country,Country level,Yes,Aggregated,,,
84,Philippines,Mindanao conflict,PHL003,PHL,Asia,Conflict,Mindanao Conflict,No,Individual,,,
85,Philippines,Typhoon RAI,PHL010,PHL,Asia,Tropical cyclone,Typhoon RAI (Odette),No,Individual,,,
86,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,Complex crisis,Complex crisis,Yes,Individual,,,
87,Palestine,Conflict in Palestine,PSE002,PSE,Middle east,Conflict,Conflict,Yes,Individual,,,
88,"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,REG001,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",Regional crisis,Regional Boko Haram,,Individual,,,
89,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago",Venezuela Regional Crisis,REG002,"VEN,BRA,COL,ECU,PER,TTO","Americas,Americas,Americas,Americas,Americas,Americas",Regional crisis,Venezuela Regional Crisis,,Individual,,,
90,"India,Pakistan",Regional Kashmir conflict,REG003,"IND,PAK","Asia,Asia",Regional crisis,Regional Kashmir conflict,No,Individual,,,
91,"Syria,Turkey,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",Regional crisis,Syrian Regional Crisis,No,Individual,,,
92,"Turkey,Greece",Eastern Mediterranean Route ,REG006,"TUR,GRC","Middle east,Europe",Regional crisis,Eastern Mediterranean Route ,,Individual,,,
93,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",Regional crisis,Central Mediterranean Route,,Individual,,,
94,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,"DZA,MAR,ESP","Africa,Africa,Europe",Regional crisis,Western Mediterranean Route,,Individual,,,
95,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,"BGD,MMR","Asia,Asia",Regional crisis,Rohingya Regional Crisis,No,Individual,,,
96,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe",Southern Africa Regional Food Security Crisis,REG012,"LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE","Africa,Africa,Africa,Africa,Africa,Africa,Africa",Regional crisis,Southern Africa Regional Food Security Crisis,,Individual,,,
97,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,"ARM,AZE","Middle east,Middle east",Regional crisis,Regional Nagorno-Karabakh Conflict,,Individual,,,
98,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,RWA,Africa,International displacement,Refugees,Yes,Individual,,,
99,Sudan,Complex crisis in Sudan,SDN001,SDN,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,,,
100,Sudan,Refugees in Sudan,SDN005,SDN,Africa,International displacement,Refugees,No,Individual,,,
101,Sudan,Floods in Sudan ,SDN006,SDN,Africa,Flood,Floods,No,Individual,,,
102,Sudan,Refugees from Ethiopia,SDN007,SDN,Africa,International displacement,Refugee influx from Tigray,No,Individual,,,
103,Sudan,Violence West-Darfur,SDN008,SDN,Africa,Other type of violence,West-Darfur Violence,No,Individual,,,
104,Senegal,Drought in Senegal,SEN002,SEN,Africa,Drought,Drought,Yes,Individual,,,
105,El Salvador,Complex crisis in El Salvador,SLV001,SLV,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
106,Somalia,Complex crisis in Somalia,SOM001,SOM,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
107,Somalia,Mixed Migration Flows in Somalia,SOM002,SOM,Africa,International displacement,Mixed Migration,No,Individual,,,
108,Somalia,Drought in Somalia,SOM005,SOM,Africa,Drought,Drought,No,Individual,,,
109,South Sudan,Complex crisis in South Sudan,SSD001,SSD,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
110,Eswatini,Food Security Crisis in Eswatini,SWZ001,SWZ,Africa,Food Security,Food Security Crisis,Yes,Individual,,,
111,Syria,Syrian conflict,SYR001,SYR,Middle east,Complex crisis,Conflict,Yes,Individual,,,
112,Chad,Complex crisis in Chad,TCD001,TCD,Africa,Multiple crises country,Complex crisis,Yes,Aggregated,,,
113,Chad,Boko Haram in Chad,TCD003,TCD,Africa,Conflict,Boko Haram ,No,Individual,,,
114,Chad,CAR refugees in Chad,TCD004,TCD,Africa,International displacement,CAR refugees,No,Individual,,,
115,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,International displacement,Darfur refugees,No,Individual,,,
116,Chad,Tibesti Conflict in Chad,TCD006,TCD,Africa,Conflict,Tibesti conflict,No,Individual,,,
117,Thailand,Multiple situations in Thailand,THA001,THA,Asia,Multiple crises country,Country level,Yes,Aggregated,,,
118,Thailand,Conflict in southern Thailand ,THA002,THA,Asia,Conflict,Conflict,No,Individual,,,
119,Thailand,Myanmar refugees in Thailand,THA003,THA,Asia,International displacement,Refugees,No,Individual,,,
120,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,TTO,Americas,International displacement,Venezuelan refugees,Yes,Individual,,,
121,Tunisia,Mixed migration flows in Tunisia,TUN002,TUN,Africa,International displacement,Mixed Migration,Yes,Individual,,,
122,Turkey,Complex situation in Turkey,TUR001,TUR,Middle east,Multiple crises country,Country level,Yes,Aggregated,,,
123,Turkey,Syrian Refugees in Turkey,TUR002,TUR,Middle east,International displacement,Syrian refugees,No,Individual,,,
124,Turkey,Mixed Migration Flows in Turkey,TUR003,TUR,Middle east,International displacement,Mixed Migration,No,Individual,,,
125,Turkey,Kurdish Conflict,TUR004,TUR,Middle east,Conflict,Kurdish conflict,No,Individual,,,
126,Tanzania,International Displacement in Tanzania,TZA002,TZA,Africa,International displacement,Refugees,Yes,Individual,,,
127,Uganda,International Displacement in Uganda,UGA005,UGA,Africa,International displacement,Refugees,Yes,Individual,,,
128,Ukraine,Conflict in Ukraine,UKR002,UKR,Europe,Conflict,Conflict,Yes,Individual,,,
129,Venezuela,Complex crisis in Venezuela,VEN001,VEN,Americas,Complex crisis,Complex crisis,Yes,Individual,,,
130,Yemen,Conflict in Yemen,YEM001,YEM,Middle east,Complex crisis,Complex crisis,Yes,Individual,,,
131,Yemen,Mixed migration flows in Yemen,YEM002,YEM,Middle east,International displacement,Mixed Migration,No,Individual,,,
132,Zambia,Drought in Zambia,ZMB002,ZMB,Africa,Drought,Drought,Yes,Individual,,,
133,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,ZWE,Africa,Complex crisis,Complex crisis,Yes,Individual,,,
